model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Tennessee,369,366,367,372,379
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Texas,2428,2409,2422,2433,2448
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Utah,91,90,91,92,92
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Vermont,8,8,8,9,9
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Virginia,580,578,579,580,581
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Washington,161,156,158,165,169
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,West Virginia,96,95,95,97,97
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Wisconsin,144,140,143,144,145
Covid19Sim,2021-01-31,2 day ahead inc hosp,2021-02-02,Wyoming,14,14,14,15,15
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Alabama,253,152,224,303,383
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Alaska,6,1,3,8,11
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Arizona,388,263,344,431,525
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Arkansas,116,76,106,135,164
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,California,1454,1284,1427,1591,1798
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Colorado,85,56,76,96,115
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Connecticut,126,84,107,135,174
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Delaware,35,18,28,42,55
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,District of Columbia,29,14,23,33,43
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Florida,860,799,836,956,1206
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Georgia,558,313,472,656,793
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Hawaii,8,3,6,11,16
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Idaho,23,11,16,27,41
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Illinois,252,195,243,274,290
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Indiana,154,81,110,181,229
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Iowa,46,31,37,53,69
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Kansas,89,55,75,95,120
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Kentucky,344,178,311,376,435
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Louisiana,162,92,137,183,223
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Maine,14,8,11,15,22
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Maryland,162,143,150,180,192
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Massachusetts,196,147,168,210,246
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Michigan,155,98,148,181,259
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Minnesota,53,39,48,64,80
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Mississippi,90,62,83,107,133
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Missouri,154,128,135,193,226
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Montana,24,11,22,28,32
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,National,10707,8245,9656,11657,12216
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Nebraska,28,15,24,38,56
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Nevada,104,81,99,125,149
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,New Hampshire,23,17,21,28,39
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,New Jersey,320,220,286,349,425
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,New Mexico,74,34,64,85,92
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,New York,902,676,849,978,1068
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,North Carolina,324,211,314,384,466
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,North Dakota,9,4,7,11,14
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Ohio,350,196,267,378,485
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Oklahoma,273,218,246,283,378
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Oregon,36,23,27,42,53
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Pennsylvania,391,252,324,433,525
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Puerto Rico,22,8,18,27,48
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Rhode Island,27,16,23,34,44
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,South Carolina,212,128,177,233,285
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,South Dakota,12,4,10,15,22
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Tennessee,173,105,148,196,266
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Texas,1382,1057,1237,1522,1755
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Utah,61,34,47,76,89
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Vermont,6,2,4,8,10
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Virgin Islands,0,0,0,1,1
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Virginia,240,193,224,278,338
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Washington,70,42,51,88,113
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,West Virginia,51,36,43,58,67
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Wisconsin,142,78,116,153,169
Ensemble,2021-02-01,1 day ahead inc hosp,2021-02-02,Wyoming,10,4,7,14,18
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Alabama,295,257,280,303,327
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Alaska,5,1,3,6,10
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Arizona,418,383,406,431,462
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Arkansas,116,95,111,122,136
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,California,1291,1229,1269,1311,1353
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Colorado,91,73,85,97,109
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Connecticut,118,93,107,124,138
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Delaware,42,32,38,46,53
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,District of Columbia,30,21,27,33,40
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Florida,860,814,836,886,931
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Georgia,632,569,612,646,689
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Hawaii,8,3,6,11,16
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Idaho,23,13,20,27,33
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Illinois,260,236,253,274,290
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Indiana,196,172,187,208,229
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Iowa,55,44,51,62,69
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Kansas,89,71,82,95,110
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Kentucky,345,316,337,356,388
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Louisiana,192,170,183,201,215
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Maine,12,6,10,14,19
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Maryland,171,144,162,180,192
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Massachusetts,198,176,188,207,227
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Michigan,183,159,174,190,209
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Minnesota,62,48,57,66,72
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Mississippi,108,89,102,118,132
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Missouri,154,128,145,163,180
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Montana,28,18,25,32,41
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,National,11587,11368,11516,11657,11828
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Nebraska,36,26,31,39,46
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Nevada,97,81,90,105,119
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,New Hampshire,28,20,24,32,39
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,New Jersey,385,350,373,397,424
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,New Mexico,72,58,66,79,88
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,New York,914,864,894,937,974
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,North Carolina,323,286,311,335,356
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,North Dakota,10,5,7,11,19
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Ohio,385,341,372,396,422
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Oklahoma,264,236,253,278,297
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Oregon,37,28,34,41,52
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Pennsylvania,390,356,378,406,428
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Rhode Island,27,16,23,31,36
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,South Carolina,242,206,230,253,268
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,South Dakota,11,5,9,13,17
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Tennessee,181,155,171,189,203
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Texas,1576,1501,1548,1604,1651
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Utah,53,40,49,57,68
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Vermont,7,2,5,9,12
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Virginia,287,255,280,300,324
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Washington,71,56,66,76,83
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,West Virginia,56,42,51,60,69
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Wisconsin,140,121,132,149,168
Columbia,2021-01-31,2 day ahead inc hosp,2021-02-02,Wyoming,9,5,8,12,17
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Alabama,119,100,109,129,138
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Alaska,7,5,6,8,8
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Colorado,85,71,78,93,99
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Connecticut,66,55,61,72,77
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Delaware,10,8,9,11,12
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,District of Columbia,7,6,6,8,9
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Hawaii,6,5,5,7,8
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Idaho,18,14,16,20,21
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Indiana,78,65,72,85,91
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Iowa,14,11,12,15,16
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Kansas,46,38,42,50,54
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Maine,13,11,12,15,16
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Maryland,118,99,108,127,137
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Michigan,46,38,42,50,54
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Minnesota,8,6,7,9,10
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Mississippi,33,27,30,36,39
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Montana,4,3,3,5,5
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Nebraska,18,15,16,20,22
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,New Hampshire,6,4,5,7,7
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,New Jersey,198,166,182,214,230
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,New Mexico,31,26,28,34,37
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Rhode Island,23,19,21,26,27
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,South Carolina,105,88,96,114,122
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,South Dakota,3,2,2,3,4
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Tennessee,29,24,26,32,34
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Vermont,3,2,3,4,4
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Virginia,179,150,165,194,208
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Washington,43,36,39,47,50
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,West Virginia,20,16,18,22,24
Google-HSPH,2021-02-01,1 day ahead inc hosp,2021-02-02,Wyoming,1,1,1,2,2
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Alabama,240,192,224,261,289
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Alaska,8,1,5,11,16
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Arizona,382,263,344,421,570
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Arkansas,117,64,101,139,161
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,California,1548,1443,1497,1591,1669
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Colorado,97,52,85,113,134
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Connecticut,127,89,107,142,174
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Delaware,36,24,31,40,49
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,District of Columbia,27,7,20,33,54
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Florida,906,799,839,956,1001
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Georgia,695,557,659,736,793
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Idaho,27,12,21,33,46
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Illinois,322,195,272,377,459
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Indiana,220,173,206,238,260
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Kansas,93,55,75,112,125
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Kentucky,352,157,295,420,478
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Louisiana,172,146,157,184,204
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Maine,12,2,10,15,19
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Maryland,177,146,170,186,198
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Massachusetts,186,124,160,212,230
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Michigan,187,76,165,217,277
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Minnesota,69,51,62,77,85
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Mississippi,109,83,94,122,149
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Missouri,182,152,173,193,205
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Montana,35,15,28,41,60
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,National,10528,9270,9929,11118,12216
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Nebraska,28,11,24,33,38
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Nevada,114,81,98,125,151
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,New Jersey,351,253,323,377,438
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,New Mexico,83,34,64,100,154
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,North Carolina,367,210,325,408,506
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,North Dakota,12,7,9,14,18
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Ohio,322,218,268,359,433
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Oklahoma,280,200,254,299,381
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Oregon,41,0,25,54,82
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Pennsylvania,410,286,365,465,541
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Rhode Island,30,18,24,35,46
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,South Dakota,17,3,10,23,36
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Tennessee,222,118,187,273,299
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Texas,1396,1272,1362,1439,1519
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Utah,56,29,44,69,86
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Vermont,5,0,4,7,9
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Virginia,223,184,206,245,264
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Washington,89,64,78,97,117
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,West Virginia,66,41,61,72,80
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Wisconsin,190,104,155,219,315
GT-DeepCOVID,2021-02-01,1 day ahead inc hosp,2021-02-02,Wyoming,15,7,12,18,26
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Alabama,131,100,122,140,156
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Alaska,11,6,9,12,16
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Arizona,339,244,312,365,435
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Arkansas,126,87,114,138,167
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,California,1326,924,1185,1464,1727
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Colorado,34,22,30,38,50
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Connecticut,65,27,52,76,115
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Delaware,10,7,9,12,16
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,District of Columbia,12,8,10,14,16
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Georgia,452,325,414,492,552
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Hawaii,11,6,9,13,16
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Idaho,11,7,9,13,14
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Illinois,203,141,182,220,274
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Indiana,94,65,85,103,125
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Iowa,45,32,41,50,58
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Kansas,39,28,35,42,50
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Louisiana,99,74,91,108,122
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Maine,9,5,7,11,13
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Michigan,158,113,144,171,210
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Minnesota,35,24,31,38,46
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Mississippi,59,41,53,65,74
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Montana,25,16,22,27,33
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,National,7613,6510,7277,7965,8454
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Nebraska,17,12,15,19,22
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Nevada,107,84,99,114,131
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,New Hampshire,9,4,7,11,16
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,New Jersey,188,110,162,210,295
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,New Mexico,88,68,81,94,110
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,New York,624,411,559,683,865
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,North Carolina,204,143,187,222,255
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,North Dakota,8,4,6,9,11
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Ohio,97,68,88,107,130
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Oregon,27,17,24,31,38
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Pennsylvania,290,194,262,318,388
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Rhode Island,18,9,14,20,30
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,South Carolina,101,81,94,108,119
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,South Dakota,17,12,15,19,22
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Tennessee,177,119,159,195,233
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Texas,1071,771,989,1150,1352
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Utah,87,67,80,95,107
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Vermont,3,1,2,4,7
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Virginia,117,79,108,127,151
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Washington,39,28,35,42,52
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,West Virginia,28,20,25,31,36
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Wisconsin,80,54,73,87,100
IHME,2021-01-29,4 day ahead inc hosp,2021-02-02,Wyoming,24,11,18,28,43
JHU-APL,2021-02-01,1 day ahead inc hosp,2021-02-02,Alabama,256,150,201,342,525
JHU-APL,2021-02-01,1 day ahead inc hosp,2021-02-02,Alaska,9,6,7,11,14
JHU-APL,2021-02-01,1 day ahead inc hosp,2021-02-02,Arizona,333,213,274,436,661
