model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,National,15088,14725,14901,15364,15612
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Nevada,169,165,167,174,175
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,New Hampshire,32,32,32,33,33
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,New Jersey,505,502,504,507,510
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,New Mexico,68,67,67,69,69
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,New York,1277,1200,1267,1285,1303
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,North Carolina,459,453,458,461,466
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,North Dakota,6,6,6,7,7
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Ohio,393,391,392,395,404
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Oklahoma,186,184,185,188,196
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Oregon,44,43,43,45,46
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Pennsylvania,538,536,537,539,541
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Rhode Island,44,43,43,44,44
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,South Carolina,322,319,320,323,327
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,South Dakota,19,18,19,20,20
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Tennessee,262,246,253,272,272
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Utah,64,62,63,65,65
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Vermont,9,8,8,10,10
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Washington,113,107,109,116,121
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,West Virginia,71,71,71,72,73
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Wisconsin,94,92,92,95,98
Covid19Sim,2021-02-07,2 day ahead inc hosp,2021-02-09,Wyoming,8,8,8,9,9
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Alabama,224,147,190,265,270
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Alaska,3,1,2,5,7
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Arizona,260,193,237,325,381
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Arkansas,94,59,77,104,136
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,California,1107,881,998,1192,1513
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Colorado,79,41,65,92,110
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Connecticut,114,79,102,137,170
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Delaware,24,8,17,34,46
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,District of Columbia,24,14,17,30,39
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Florida,768,618,669,873,963
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Georgia,496,271,402,549,569
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Hawaii,6,2,4,8,11
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Idaho,18,9,14,22,32
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Illinois,206,128,174,235,284
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Indiana,131,74,112,162,228
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Iowa,41,28,36,50,67
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Kansas,61,35,48,79,90
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Kentucky,284,146,216,335,359
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Louisiana,121,69,100,158,190
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Maine,11,6,9,13,18
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Maryland,153,117,123,162,219
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Massachusetts,141,127,132,172,240
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Michigan,130,83,124,163,211
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Minnesota,44,18,36,62,67
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Mississippi,66,48,58,78,99
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Missouri,109,54,87,133,169
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Montana,20,10,16,27,37
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,National,9334,6950,7889,9889,10436
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Nebraska,25,12,18,34,53
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Nevada,83,56,78,96,121
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,New Hampshire,18,7,12,23,32
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,New Jersey,281,211,243,320,377
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,New Mexico,54,26,40,62,75
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,New York,710,527,622,796,987
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,North Carolina,272,162,217,334,378
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,North Dakota,7,2,4,9,13
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Ohio,267,173,225,311,383
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Oklahoma,186,104,152,199,264
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Oregon,31,21,25,39,49
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Pennsylvania,323,219,282,364,415
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Puerto Rico,18,2,8,31,55
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Rhode Island,24,11,22,29,35
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,South Carolina,176,107,139,209,249
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,South Dakota,8,4,7,12,19
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Tennessee,130,83,112,168,208
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Texas,1203,828,978,1270,1446
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Utah,49,36,45,57,64
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Vermont,8,3,6,10,13
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Virgin Islands,0,0,0,1,2
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Virginia,213,141,182,222,260
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Washington,64,41,56,75,90
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,West Virginia,42,33,37,51,64
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Wisconsin,94,53,72,110,135
Ensemble,2021-02-08,1 day ahead inc hosp,2021-02-09,Wyoming,7,3,5,10,17
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Alabama,270,241,257,278,307
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Alaska,5,1,3,6,8
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Arizona,347,323,339,362,389
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Arkansas,119,96,110,126,146
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,California,1107,1056,1083,1124,1159
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Colorado,84,65,79,92,103
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Connecticut,103,83,94,112,123
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Delaware,33,24,30,38,44
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,District of Columbia,26,16,23,30,37
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Florida,815,765,796,837,878
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Georgia,531,489,518,549,569
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Hawaii,6,2,5,8,11
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Idaho,19,11,17,22,30
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Illinois,221,193,212,235,249
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Indiana,162,138,151,169,194
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Iowa,49,35,45,54,64
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Kansas,74,59,69,79,90
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Kentucky,313,281,304,327,347
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Louisiana,171,145,160,177,198
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Maine,11,5,9,13,17
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Maryland,153,132,147,162,178
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Massachusetts,164,144,157,173,191
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Michigan,153,134,145,163,179
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Minnesota,54,39,48,58,67
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Mississippi,85,68,79,93,108
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Missouri,142,116,131,149,169
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Montana,29,19,25,31,36
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,National,10266,10051,10182,10329,10436
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Nebraska,29,19,25,33,39
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Nevada,91,72,84,95,110
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,New Hampshire,20,12,17,23,31
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,New Jersey,324,289,313,339,364
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,New Mexico,65,49,60,72,87
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,New York,782,732,762,799,849
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,North Carolina,344,309,330,356,378
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,North Dakota,9,3,7,10,15
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Ohio,327,289,317,342,362
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Oklahoma,244,219,234,253,275
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Oregon,35,24,32,38,46
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Pennsylvania,353,323,336,362,387
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Rhode Island,25,13,21,27,31
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,South Carolina,211,182,202,219,243
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,South Dakota,9,4,8,11,18
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Tennessee,169,138,160,179,191
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Texas,1432,1348,1411,1465,1502
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Utah,49,36,45,56,63
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Vermont,9,4,7,10,14
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Virginia,226,194,218,234,251
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Washington,71,54,66,77,88
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,West Virginia,49,36,44,54,65
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Wisconsin,127,108,120,137,149
Columbia,2021-02-07,2 day ahead inc hosp,2021-02-09,Wyoming,7,3,6,9,14
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Alabama,124,95,109,138,152
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Alaska,3,2,2,4,4
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Arizona,80,61,70,89,98
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Colorado,55,42,48,61,67
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Delaware,6,4,5,7,8
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,District of Columbia,6,4,5,7,8
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Hawaii,7,5,6,8,9
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Idaho,11,8,9,13,14
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Iowa,10,7,9,12,13
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Kansas,28,21,25,32,35
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Maine,8,6,7,10,11
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Minnesota,6,4,5,7,8
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Mississippi,24,18,21,27,30
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Missouri,26,20,23,30,33
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Nebraska,12,9,10,14,15
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Nevada,16,12,14,19,21
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,New Hampshire,4,3,3,5,6
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,New Mexico,17,13,14,19,21
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,North Dakota,1,0,0,1,2
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Oregon,11,8,9,12,14
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Rhode Island,13,10,11,15,17
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,South Carolina,85,65,75,95,105
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,South Dakota,2,1,2,3,3
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Tennessee,30,23,26,34,37
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Utah,9,6,7,10,11
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Vermont,3,2,2,3,4
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Virginia,109,84,96,121,134
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Washington,26,19,22,29,32
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Wisconsin,23,17,20,26,28
Google-HSPH,2021-02-07,2 day ahead inc hosp,2021-02-09,Wyoming,1,0,0,1,2
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Alaska,6,3,5,7,10
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Arkansas,88,45,71,101,125
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,California,1318,1079,1274,1413,1531
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Colorado,94,53,78,113,130
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Connecticut,150,101,140,164,191
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Delaware,30,14,25,36,47
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,District of Columbia,22,11,15,27,39
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Florida,800,618,705,896,973
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Idaho,26,18,23,29,37
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Illinois,205,128,174,229,284
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Iowa,58,24,49,68,86
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Kansas,66,42,52,81,104
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Kentucky,306,193,246,342,445
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Louisiana,144,108,126,158,190
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Maine,17,12,15,20,23
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Massachusetts,198,146,177,222,258
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Michigan,128,82,114,145,172
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Minnesota,47,14,36,65,86
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Missouri,144,91,119,160,202
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Montana,27,8,18,34,47
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,National,9423,6950,8614,10100,11264
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Nebraska,33,12,19,39,72
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,New Hampshire,13,4,8,16,25
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,New Mexico,96,57,74,113,147
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,New York,705,493,622,770,1006
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,North Carolina,287,162,248,334,410
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,North Dakota,13,6,10,15,22
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Ohio,266,203,237,281,394
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Oklahoma,229,120,194,267,313
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Oregon,32,10,23,39,63
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Pennsylvania,304,212,263,365,383
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Rhode Island,28,21,23,32,36
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,South Carolina,192,122,171,218,258
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,South Dakota,12,5,9,15,20
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Tennessee,171,119,149,194,225
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Texas,1225,997,1115,1314,1446
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Utah,57,39,46,66,78
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Vermont,8,3,5,10,16
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Virginia,157,73,120,181,260
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Washington,63,41,55,71,92
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,West Virginia,44,32,35,51,63
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Wisconsin,142,74,115,173,213
GT-DeepCOVID,2021-02-08,1 day ahead inc hosp,2021-02-09,Wyoming,12,3,7,16,26
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Alabama,252,200,235,270,295
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Alaska,1,0,1,2,2
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Arizona,232,160,206,255,309
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Arkansas,96,70,88,104,120
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,California,1197,881,1075,1314,1513
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Colorado,28,18,24,32,39
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Delaware,12,8,10,13,18
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,District of Columbia,18,14,16,20,24
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Georgia,365,271,329,402,454
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Hawaii,4,2,3,5,6
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Idaho,11,9,10,12,14
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Illinois,157,112,143,171,198
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Iowa,40,28,36,44,51
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Kansas,48,33,42,53,64
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Louisiana,89,69,83,96,106
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Maine,10,5,8,11,14
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Massachusetts,72,40,60,83,107
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Michigan,75,54,67,82,96
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Minnesota,19,13,17,21,24
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Mississippi,63,48,58,69,77
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Missouri,53,42,49,57,63
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Montana,29,21,26,32,38
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,National,6656,5934,6335,6984,7411
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Nebraska,18,13,16,20,24
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Nevada,89,66,82,96,107
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,New Hampshire,8,4,6,10,15
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,New Jersey,174,114,150,194,251
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,New Mexico,59,46,54,63,71
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,New York,599,395,532,663,807
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,North Carolina,171,128,156,187,211
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,North Dakota,3,1,2,3,4
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Ohio,77,56,70,84,99
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Oklahoma,82,65,77,88,96
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Oregon,28,20,24,31,37
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Pennsylvania,230,169,207,250,303
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Rhode Island,13,7,11,16,21
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,South Carolina,108,86,100,117,130
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Tennessee,232,148,205,255,325
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Texas,870,664,808,941,1047
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Utah,53,42,49,57,62
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Vermont,2,0,1,3,4
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Virginia,103,75,95,112,125
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Washington,39,30,36,43,49
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,West Virginia,30,23,28,33,37
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Wisconsin,72,53,66,79,89
IHME,2021-02-05,4 day ahead inc hosp,2021-02-09,Wyoming,11,4,8,14,21
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Alabama,131,78,107,150,217
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Alaska,10,2,5,12,32
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Arizona,255,64,123,325,765
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Arkansas,90,55,75,102,134
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,California,993,470,723,1126,2165
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Colorado,96,40,62,117,202
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Connecticut,92,24,55,114,232
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Delaware,25,2,9,34,82
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,District of Columbia,11,0,1,14,49
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Florida,675,371,534,769,1158
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Georgia,273,178,232,303,391
JHU-IDD,2021-02-07,2 day ahead inc hosp,2021-02-09,Hawaii,19,0,4,23,87
