hospital,hospital_id,beds_combined_mean,beds_combined_median,beds_combined_minimum,beds_combined_maximum,beds_combined_std,beds_combined_mad,beds_icu_mean,beds_icu_median,beds_icu_minimum,beds_icu_maximum,beds_icu_std,beds_icu_mad,beds_acute_mean,beds_acute_median,beds_acute_minimum,beds_acute_maximum,beds_acute_std,beds_acute_mad,beds_combined_ped_mean,beds_combined_ped_median,beds_combined_ped_minimum,beds_combined_ped_maximum,beds_combined_ped_std,beds_combined_ped_mad,beds_icu_ped_mean,beds_icu_ped_median,beds_icu_ped_minimum,beds_icu_ped_maximum,beds_icu_ped_std,beds_icu_ped_mad,beds_acute_ped_mean,beds_acute_ped_median,beds_acute_ped_minimum,beds_acute_ped_maximum,beds_acute_ped_std,beds_acute_ped_mad
ACADIA ST LANDRY,191319,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADIAN MEDICAL CENTER,190318,30.523655913978498,32.0,25.3,34.0,2.23214645428148,1.0,4.0,4.0,4.0,4.0,0.0,0.0,26.743529411764698,28.0,21.7,30.0,2.1688513011238353,1.0,2.0,2.0,1.9999999999999964,2.0000000000000036,5.238190544606068e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9999999999999964,2.0000000000000036,5.481956220950647e-16,0.0
ACMH HOSPITAL,390163,66.50487804878051,50.45,28.0,146.0,33.90084635106145,3.5,9.49268292682927,10.0,6.0,12.0,1.5572832063061544,0.0,57.012195121951244,40.45,18.0,140.0,33.86740809280244,2.5500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,312023,34.18735632183908,30.0,28.4,53.0,8.900807444398295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18735632183908,30.0,28.4,53.0,8.900807444398295,0.0,0.04252873563218394,0.0,0.0,1.6000000000000014,0.2315931596712699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04302325581395352,0.0,0.0,1.6000000000000014,0.23290528126480858,0.0
"AD HOSPITAL EAST, LLC",670102,26.561176470588244,18.0,4.0,64.4,19.35282736891094,5.0,0.5376470588235295,0.0,0.0,7.1,1.5953784795455892,0.0,22.74025974025974,17.6,4.0,60.3,16.02040031483099,3.3000000000000007,0.39647058823529413,0.0,0.0,6.0,0.9363616337952431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973684210526316,0.0,0.0,2.6000000000000014,0.622676734581816,0.0
ADAIR COUNTY MEMORIAL HOSPITAL,161310,4.983999999999999,5.0,4.0,7.0,0.7652232789628572,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,4.983999999999999,5.0,4.0,7.0,0.7652232789628572,0.40000000000000036,1.3359999999999996,2.0,0.0,2.4000000000000004,0.8873556220591607,0.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.3359999999999996,2.0,0.0,2.4000000000000004,0.8873556220591607,0.2999999999999998
ADAMS COUNTY REGIONAL MEDICAL CENTER,361326,23.77849462365591,25.0,16.6,25.0,2.5795116432971494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.737777777777772,25.0,16.6,25.0,2.612699227510355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMS MEMORIAL HOSPITAL,151330,36.08494623655914,36.0,28.4,37.0,0.8911334058815605,0.0,6.0,6.0,6.0,6.0,0.0,0.0,30.08494623655914,30.0,22.4,31.0,0.8911334058815605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCARE HOSPITAL OF WORCESTER INC,220062,113.73793103448277,114.0,91.2,114.0,2.4444165794301775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.73793103448277,114.0,91.2,114.0,2.4444165794301775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADENA FAYETTE MEDICAL CENTER,361331,24.263440860215052,25.0,19.0,25.0,1.909802228904791,0.0,6.0,6.0,6.0,6.0,0.0,0.0,18.263440860215052,19.0,13.0,19.0,1.909802228904791,0.0,0.036559139784946224,0.0,0.0,3.3999999999999986,0.3525635762083444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036559139784946224,0.0,0.0,3.3999999999999986,0.3525635762083444,0.0
ADENA PIKE MEDICAL CENTER,361334,24.783870967741937,25.0,21.0,30.0,2.3467039939761527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.189285714285717,25.0,21.0,30.0,2.094112104865751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADENA REGIONAL MEDICAL CENTER,360159,176.71397849462366,181.9,157.0,192.0,9.162892928852742,4.400000000000006,12.0,12.0,12.0,12.0,0.0,0.0,164.71397849462366,169.9,145.0,180.0,9.162892928852742,4.400000000000006,5.882795698924733,6.0,0.0,6.300000000000011,0.7669283249649024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882795698924733,6.0,0.0,6.300000000000011,0.7669283249649024,0.0
ADIRONDACK MEDICAL CENTER - SARANAC LAKE,330079,71.92150537634409,60.0,60.0,113.0,21.13309196426495,0.0,8.491397849462366,8.0,8.0,12.0,1.3039785202600855,0.0,63.43010752688172,52.0,52.0,105.0,20.18656346567019,0.0,6.99247311827957,7.0,6.6000000000000085,7.0,0.05157636621677677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99247311827957,7.0,6.6000000000000085,7.0,0.05157636621677677,0.0
ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,400127,97.81935483870967,88.0,80.6,227.0,28.584905024005536,2.5999999999999943,28.34193548387098,21.9,19.9,92.4,19.43035121625693,1.5,69.47741935483874,65.7,54.0,141.6,17.24344947478959,2.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVANCED CARE HOSPITAL OF MONTANA,272001,39.61290322580645,40.0,32.3,40.0,1.3163045939337972,0.0,0.08602150537634409,0.0,0.0,8.0,0.8295613557843414,0.0,39.526881720430104,40.0,28.6,40.0,1.7160457443574881,0.0,0.06774193548387093,0.0,0.0,2.8999999999999986,0.3563587866921964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06847826086956518,0.0,0.0,2.8999999999999986,0.3582403109664488,0.0
ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,322004,19.289247311827957,20.0,9.7,20.0,2.1188831330798594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.289247311827957,20.0,9.7,20.0,2.1188831330798594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVANCED CARE HOSPITAL WHITE COUNTY,042011,20.106521739130432,20.0,4.3,27.0,6.869902575373738,7.0,18.103225806451608,20.0,4.0,27.0,7.482798413011107,7.0,1.8728260869565219,0.0,0.0,21.1,4.378948221874917,0.0,0.26956521739130435,0.0,0.0,12.0,1.3623459993972125,0.0,0.08602150537634409,0.0,0.0,3.0,0.3899808796454176,0.0,0.22391304347826088,0.0,0.0,11.3,1.2632914940538724,0.0
ADVANCED SPECIALTY HOSPITAL OF TOLEDO,362038,34.160215053763444,40.0,20.0,40.0,7.670895585502646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96555555555556,40.0,20.0,40.0,7.722579779577228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVANCED SURGICAL HOSPITAL,390323,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH BOLINGBROOK,140304,114.0,114.0,114.0,114.0,0.0,0.0,11.832926829268292,12.0,8.0,12.0,0.7746054157669577,0.0,102.16707317073171,102.0,102.0,106.0,0.7746054157669577,0.0,0.2878048780487806,0.0,0.0,5.0,1.0994263648956957,0.0,9.458536585365854,10.0,0.0,10.0,1.8571151941449417,0.0,0.003658536585365927,0.0,0.0,0.3000000000000007,0.033129457822454036,0.0
ADVENTHEALTH CARROLLWOOD,100069,117.66666666666667,122.0,98.4,122.0,6.560824665379736,0.0,11.513978494623656,12.0,7.9,12.2,1.2579824597734741,0.0,106.15268817204301,110.0,87.1,110.0,5.793617016162463,0.0,0.38602150537634417,0.0,0.0,8.5,1.5046010158589564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38602150537634417,0.0,0.0,8.5,1.5046010158589564,0.0
ADVENTHEALTH CENTRAL TEXAS,450152,109.79032258064518,112.4,71.6,137.4,15.09445668849653,7.5,9.53978494623656,9.9,7.4,10.6,0.6517767997769197,0.09999999999999964,100.25053763440862,102.4,61.599999999999994,127.7,14.89954495698438,7.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH CONNERTON,102026,73.0752688172043,75.0,64.9,77.0,4.671063930430543,2.0,8.695652173913043,10.0,0.0,10.0,3.386265505758478,0.0,64.46739130434783,65.0,55.0,67.0,3.3541219088256526,2.0,1.6784946236559142,0.0,0.0,13.700000000000003,4.193909908177045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5847826086956522,0.0,0.0,13.700000000000003,4.117823355000906,0.0
ADVENTHEALTH DADE CITY,100211,117.87096774193549,120.0,96.3,120.0,5.557869091288901,0.0,11.34516129032258,12.0,5.7,12.0,1.682229119549174,0.0,106.5258064516129,108.0,88.7,108.0,4.247912613369937,0.0,7.426881720430108,0.0,0.0,69.8,18.8978037588967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.426881720430108,0.0,0.0,69.8,18.8978037588967,0.0
ADVENTHEALTH DAYTONA BEACH,100068,335.10752688172045,336.0,313.0,370.1,16.430037686579468,6.0,45.96344086021506,46.0,42.6,46.0,0.3525635762083445,0.0,289.14408602150536,290.0,267.0,325.4,16.507623155784408,6.0,28.277419354838706,26.0,9.0,85.10000000000002,20.57074816880523,0.0,10.924731182795698,12.0,0.0,16.0,4.676017813267532,0.0,18.141935483870967,14.0,0.0,85.10000000000002,24.019848326009235,4.0
ADVENTHEALTH DELAND,100045,157.1258064516129,154.0,154.0,179.1,4.893671672721083,0.0,24.749462365591395,25.0,24.0,25.0,0.4330437411167952,0.0,132.3763440860215,129.0,129.0,155.1,5.10541906999983,0.0,3.1623655913978492,0.0,0.0,23.400000000000006,7.895443292047253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623655913978492,0.0,0.0,23.400000000000006,7.895443292047253,0.0
ADVENTHEALTH DURAND,521307,25.540860215053765,25.0,12.9,37.0,3.703824009785709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.540860215053765,25.0,12.9,37.0,3.703824009785709,0.0,0.04946236559139786,0.0,0.0,1.3999999999999986,0.2253613793125327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04946236559139786,0.0,0.0,1.3999999999999986,0.2253613793125327,0.0
ADVENTHEALTH FISH MEMORIAL,100072,188.96881720430105,189.0,181.0,215.4,3.0852023573483462,0.0,36.96129032258064,40.0,21.9,58.0,5.848969293408136,0.0,152.00752688172045,149.0,148.7,163.9,4.737735575401151,0.0,12.629032258064516,0.0,0.0,96.39999999999998,31.543922382460476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.629032258064516,0.0,0.0,96.39999999999998,31.543922382460476,0.0
ADVENTHEALTH GLENOAKS,140292,82.01097560975609,82.0,82.0,82.4,0.06286591170548612,0.0,10.0,10.0,10.0,10.0,0.0,0.0,72.01097560975609,72.0,72.0,72.4,0.06286591170548612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062195121951219505,0.0,0.0,5.1,0.5632007829817176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH GORDON,110023,82.70454545454545,82.0,82.0,89.0,2.101773148017221,0.0,10.021590909090909,10.0,10.0,11.9,0.20254068053783036,0.0,72.68295454545455,72.0,72.0,79.0,2.0560100625289977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH HEART OF FLORIDA,100137,189.85376344086023,166.0,120.0,375.6,72.07962167410818,0.0,15.76989247311828,16.0,15.0,16.7,0.445456518698993,0.0,174.08387096774192,150.0,105.0,360.6,72.31452480585233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH HINSDALE,140122,212.0,212.0,212.0,212.0,0.0,0.0,22.048780487804876,22.0,22.0,25.0,0.3479193543702881,0.0,189.9512195121951,190.0,187.0,190.0,0.34791935437028865,0.0,31.2890243902439,32.0,0.0,32.0,4.546386602039062,0.0,27.804878048780488,28.0,16.0,28.0,1.3648047333787106,0.0,3.951219512195122,4.0,0.0,7.0,0.7184076875566567,0.0
ADVENTHEALTH LA GRANGE,140065,177.0,177.0,177.0,177.0,0.0,0.0,26.950000000000003,27.0,24.8,27.0,0.3190456447858046,0.0,150.05,150.0,150.0,152.2,0.31904564478580477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH LAKE WALES,100099,103.92795698924732,90.0,67.0,208.1,43.25196493548858,0.0,7.998924731182796,8.0,7.9,8.0,0.01036951694730422,0.0,95.92903225806454,82.0,59.0,200.2,43.25458402609703,0.0,3.8913978494623658,0.0,0.0,29.400000000000006,9.696981331209281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8913978494623658,0.0,0.0,29.400000000000006,9.696981331209281,0.0
ADVENTHEALTH MANCHESTER,180043,51.58709677419354,63.0,31.4,63.0,13.7446766438822,0.0,7.073118279569894,6.0,6.0,15.1,1.9622602199098076,0.0,44.51397849462366,57.0,23.7,57.0,14.95114937706077,0.0,0.07956989247311834,0.0,0.0,3.0,0.44904709247204533,0.0,0.0032258064516129015,0.0,0.0,0.2999999999999998,0.031108550841912726,0.0,0.07956989247311834,0.0,0.0,3.0,0.44904709247204533,0.0
ADVENTHEALTH MURRAY,110050,32.27529411764706,32.0,32.0,36.0,1.006633460783891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23095238095238,32.0,32.0,36.0,0.9254079127249915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH NEW SMYRNA BEACH,100014,109.00645161290323,109.0,108.7,109.8,0.08945055910693984,0.0,14.055913978494624,14.0,13.7,15.0,0.23240817054755317,0.0,94.9505376344086,95.0,94.0,95.8,0.2465517213195793,0.0,1.9290322580645163,0.0,0.0,14.299999999999997,4.8160415967879215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9290322580645163,0.0,0.0,14.299999999999997,4.8160415967879215,0.0
ADVENTHEALTH NORTH PINELLAS,100055,134.43763440860215,131.0,117.0,175.6,10.439680925268345,1.0,12.534408602150538,13.0,7.7,14.0,1.2835493100109392,0.0,121.90322580645162,118.0,104.0,164.2,11.159305452254543,1.0,4.316129032258064,0.0,0.0,46.0,11.126264367063126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.316129032258064,0.0,0.0,46.0,11.126264367063126,0.0
ADVENTHEALTH OCALA,100062,314.0075268817204,319.0,267.0,385.0,15.87929494491617,0.0,30.80537634408602,33.0,18.5,64.6,5.797457568538075,0.0,283.2021505376344,286.0,246.9,320.4,12.226236742764929,0.0,26.718279569892474,14.0,8.299999999999955,115.0,29.73849045259787,0.0,8.268817204301076,10.0,0.0,10.0,3.4550208737374803,0.0,18.45806451612903,4.0,0.0,115.0,32.97731869614478,0.0
ADVENTHEALTH ORLANDO,100007,2438.048387096774,2380.0,2271.9,2875.4,170.19070033661075,0.0,326.1774193548387,317.9,297.1,454.3,27.40055985238994,3.8999999999999773,2111.870967741935,2066.0,1972.8000000000002,2481.6,145.96531420962367,10.0,297.2225806451613,263.0,175.5,516.0999999999999,77.17147497482222,0.0,142.98387096774192,158.0,27.399999999999977,177.0,46.43023352141076,1.0,154.23870967741934,105.0,39.19999999999999,484.0999999999999,120.49804619763503,1.0
ADVENTHEALTH OTTAWA,170014,44.71279069767442,44.0,44.0,55.0,2.6590487689542632,0.0,6.0,6.0,6.0,6.0,0.0,0.0,38.0,38.0,38.0,38.0,0.0,0.0,0.06511627906976745,0.0,0.0,1.0,0.24242279152241716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH PALM COAST,100118,166.90967741935484,163.0,146.4,195.9,10.50610655261075,0.0,20.892473118279568,22.0,15.4,22.0,1.8485738662394418,0.0,146.01720430107525,141.0,128.4,177.9,11.732939729999758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVENTHEALTH REDMOND,110168,223.86236559139786,211.1,210.0,253.1,15.989404874985013,1.0999999999999943,40.248387096774195,40.0,40.0,44.1,0.8045540086751012,0.0,183.61397849462364,171.0,169.3,209.7,15.952562772154584,1.3000000000000114,0.004301075268817265,0.0,0.0,0.4000000000000057,0.04147806778921759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301075268817265,0.0,0.0,0.4000000000000057,0.04147806778921759,0.0
ADVENTHEALTH ROLLINS BROOK,451323,30.065591397849463,28.0,20.0,48.1,7.319917655507026,3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,30.02282608695652,28.0,20.0,48.1,7.348336183975156,3.3499999999999996,0.12473118279569893,0.0,0.0,7.700000000000003,0.8910979931935601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12608695652173915,0.0,0.0,7.700000000000003,0.8958843093012475,0.0
ADVENTHEALTH SEBRING,100109,211.152688172043,216.0,169.6,216.7,9.192300551783282,0.0,31.167741935483875,30.0,11.3,39.0,8.660168204139191,9.0,179.98494623655913,177.3,155.0,186.7,4.786256280420077,1.6999999999999886,21.152688172043014,10.0,1.4000000000000057,96.30000000000001,28.1704462443928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.152688172043014,10.0,1.4000000000000057,96.30000000000001,28.1704462443928,0.0
ADVENTHEALTH SHAWNEE MISSION,170104,316.2238095238095,319.0,264.0,407.1,28.980394781614454,0.0,28.308333333333334,28.0,28.0,40.9,1.7125481847646113,0.0,287.9154761904762,291.0,236.0,379.0,28.037984106967436,0.0,3.7904761904761908,0.0,0.0,33.60000000000002,10.387209686519038,0.0,0.24761904761904768,0.0,0.0,20.800000000000004,2.2694660584543267,0.0,3.7904761904761908,0.0,0.0,33.60000000000002,10.387209686519038,0.0
ADVENTHEALTH TAMPA,100173,444.27741935483874,490.0,315.0,597.3,99.14687296811151,59.0,50.34193548387097,53.0,35.7,84.1,6.805437764736769,0.0,393.93548387096774,437.0,262.0,560.1999999999999,101.2375227364719,31.69999999999999,102.71827956989246,47.0,4.699999999999932,222.0,86.47159491672815,22.899999999999977,27.962365591397848,33.0,0.0,33.0,11.012432835293332,0.0,74.75591397849463,14.0,0.5999999999999304,189.0,82.17740547181735,4.299999999999997
ADVENTHEALTH WATERMAN,100057,272.11505376344087,257.0,257.0,424.6,37.153617490900096,0.0,29.677419354838708,28.0,25.0,40.0,4.420607105469298,1.0,242.43763440860212,229.59999999999997,227.1,384.6,33.33463701284197,0.5999999999999659,16.52043010752688,8.0,3.6999999999999886,73.69999999999999,21.440638775870163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52043010752688,8.0,3.6999999999999886,73.69999999999999,21.440638775870163,0.0
ADVENTHEALTH WAUCHULA,101300,24.98172043010753,25.0,24.1,25.0,0.106266928635169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.98172043010753,25.0,24.1,25.0,0.106266928635169,0.0,12.0,10.0,2.8999999999999986,25.9,5.275497091764661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,2.8999999999999986,25.9,5.275497091764661,0.0
ADVENTHEALTH WESLEY CHAPEL,100319,149.80967741935484,142.0,119.0,173.0,21.007188544566954,21.900000000000006,19.18709677419355,22.0,4.1,24.0,6.082820173428781,2.0,130.6225806451613,131.7,98.0,152.0,19.152398697723946,17.30000000000001,1.6774193548387097,0.0,0.0,25.700000000000003,5.70375789611089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6774193548387097,0.0,0.0,25.700000000000003,5.70375789611089,0.0
ADVENTHEALTH ZEPHYRHILLS,100046,171.0258064516129,169.0,169.0,188.9,5.079988514746672,0.0,20.083870967741937,20.0,12.3,22.0,2.59159554356589,2.0,150.94193548387096,149.0,147.0,174.9,7.380796507339085,2.0,0.7623655913978495,0.0,0.0,19.0,3.293765981843733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623655913978495,0.0,0.0,19.0,3.293765981843733,0.0
