hospital,hospital_id,capacity_combined,capacity_icu,capacity_acute,capacity_combined_ped,capacity_icu_ped,capacity_acute_ped,capacity_combined_lb,capacity_icu_lb,capacity_acute_lb,capacity_combined_ped_lb,capacity_icu_ped_lb,capacity_acute_ped_lb,capacity_combined_ub,capacity_icu_ub,capacity_acute_ub,capacity_combined_ped_ub,capacity_icu_ped_ub,capacity_acute_ped_ub
ADAMS MEMORIAL HOSPITAL,151330,36.09634146341463,6.0,30.096341463414635,0.0,0.0,0.0,35.147209940708024,6.0,29.147209940708027,0.0,0.0,0.0,37.04547298612124,6.0,31.045472986121244,0.0,0.0,0.0
ADCARE HOSPITAL OF WORCESTER INC,220062,113.7,0.0,113.7,0.0,0.0,0.0,111.0846606338756,0.0,111.0846606338756,0.0,0.0,0.0,116.3153393661244,0.0,116.3153393661244,0.0,0.0,0.0
ADENA FAYETTE MEDICAL CENTER,361331,24.164634146341463,6.0,18.164634146341463,0.04146341463414632,0.0,0.04146341463414632,22.14991228328287,6.0,16.14991228328287,0.0,0.0,0.0,26.179356009400056,6.0,20.179356009400056,0.41693060328862447,0.0,0.41693060328862447
ADENA PIKE MEDICAL CENTER,361334,24.33414634146342,0.0,24.74520547945206,0.0,0.0,0.0,22.325202173578756,0.0,23.019095442412254,0.0,0.0,0.0,26.343090509348084,0.0,26.471315516491867,0.0,0.0,0.0
ADENA REGIONAL MEDICAL CENTER,360159,175.63048780487804,12.0,163.63048780487804,5.863414634146342,0.0,5.863414634146342,166.40797523884086,12.0,154.40797523884086,5.0486568961437825,0.0,5.0486568961437825,184.85300037091523,12.0,172.85300037091523,6.678172372148902,0.0,6.678172372148902
ADIRONDACK MEDICAL CENTER - SARANAC LAKE,330079,73.52073170731707,8.557317073170733,64.96341463414635,6.991463414634146,0.0,6.991463414634146,51.48965523969545,7.181060701004874,43.92263992069996,6.936575831401374,0.0,6.936575831401374,95.55180817493869,9.933573445336592,86.00418934759273,7.046350997866918,0.0,7.046350997866918
ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,400127,98.94390243902437,29.236585365853664,69.70731707317077,0.0,0.0,0.0,68.69929023620375,8.699665812533695,51.39328831095786,0.0,0.0,0.0,129.188514641845,49.77350491917363,88.02134583538368,0.0,0.0,0.0
ADVANCED CARE HOSPITAL OF MONTANA,272001,39.5609756097561,0.0975609756097561,39.46341463414634,0.0768292682926829,0.0,0.07777777777777774,38.166386763973776,0.0,37.64400541005148,0.0,0.0,0.0,40.95556445553842,0.981013184208528,41.2828238582412,0.45568354513723497,0.0,0.45889455778096816
ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,322004,19.19390243902439,0.0,19.19390243902439,0.0,0.0,0.0,16.953017056188777,0.0,16.953017056188777,0.0,0.0,0.0,21.434787821860006,0.0,21.434787821860006,0.0,0.0,0.0
ADVANCED CARE HOSPITAL WHITE COUNTY,042011,20.120987654320984,17.848780487804873,2.1271604938271604,0.30617283950617286,0.0975609756097561,0.254320987654321,12.794107075770132,9.908879006585696,0.0,0.0,0.0,0.0,27.447868232871837,25.78868196902405,6.738451320311617,1.7552540724786672,0.511805970738435,1.5987585450287805
ADVANCED SPECIALTY HOSPITAL OF TOLEDO,362038,35.38902439024391,0.0,35.21392405063292,0.0,0.0,0.0,28.04668974458927,0.0,27.78865993243975,0.0,0.0,0.0,42.731359035898556,0.0,42.63918816882609,0.0,0.0,0.0
ADVANCED SURGICAL HOSPITAL,390323,14.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0
ADVENTHEALTH CARROLLWOOD,100069,117.08536585365853,11.448780487804877,105.63658536585366,0.43780487804878054,0.0,0.43780487804878054,110.30319747701158,10.121735696870733,99.64955180052468,0.0,0.0,0.0,123.86753423030548,12.77582527873902,111.62361893118265,2.034146393221001,0.0,2.034146393221001
ADVENTHEALTH CENTRAL TEXAS,450152,113.78902439024391,9.636585365853659,104.15243902439025,0.0,0.0,0.0,102.91910887843032,9.089649525365619,93.31341230837201,0.0,0.0,0.0,124.6589399020575,10.183521206341698,114.99146574040849,0.0,0.0,0.0
ADVENTHEALTH CONNERTON,102026,72.54878048780488,8.518518518518519,64.12345679012346,1.9036585365853662,0.0,1.8,67.81491917394345,4.943916753597314,60.68902555610019,0.0,0.0,0.0,77.2826418016663,12.093120283439724,67.55788802414672,6.324469174554162,0.0,6.146924199937239
ADVENTHEALTH DADE CITY,100211,117.58536585365853,11.257317073170732,106.3280487804878,8.423170731707318,0.0,8.423170731707318,111.72134873413381,9.483012793741407,101.83799738013191,0.0,0.0,0.0,123.44938297318325,13.031621352600057,110.8181001808437,28.351296514874903,0.0,28.351296514874903
ADVENTHEALTH DAYTONA BEACH,100068,334.1829268292683,45.958536585365856,288.2243902439024,28.58292682926829,10.24390243902439,19.234146341463415,316.8829674710198,45.58306939671138,270.83851857825897,6.678077572595829,5.675841079655737,0.0,351.4828861875168,46.33400377402033,305.61026190954584,50.48777608594075,14.811963798393045,44.63285934235729
ADVENTHEALTH DELAND,100045,156.4719512195122,24.715853658536584,131.7560975609756,3.586585365853658,0.0,3.586585365853658,151.62003866826,24.264937030455208,126.62653912304528,0.0,0.0,0.0,161.32386377076438,25.16677028661796,136.88565599890592,11.90904882764605,0.0,11.90904882764605
ADVENTHEALTH DURAND,521307,25.613414634146345,0.0,25.613414634146345,0.05609756097560977,0.0,0.05609756097560977,21.671811206727195,0.0,21.671811206727195,0.0,0.0,0.0,29.555018061565494,0.0,29.555018061565494,0.29548853772089967,0.0,0.29548853772089967
ADVENTHEALTH FISH MEMORIAL,100072,188.96463414634147,36.55365853658536,152.4109756097561,14.323170731707316,0.0,14.323170731707316,185.67663231584652,30.435315439607738,147.5016746337034,0.0,0.0,0.0,192.25263597683642,42.67200163356298,157.32027658580878,47.57343499791972,0.0,47.57343499791972
ADVENTHEALTH GORDON,110023,82.8051948051948,10.024675324675325,72.78051948051949,0.0,0.0,0.0,80.57478912437678,9.808150229402013,70.59835258539708,0.0,0.0,0.0,85.03560048601283,10.241200419948637,74.9626863756419,0.0,0.0,0.0
ADVENTHEALTH HEART OF FLORIDA,100137,193.05365853658537,15.739024390243902,177.31463414634146,0.0,0.0,0.0,116.80805442104518,15.272951726603528,100.8279159868939,0.0,0.0,0.0,269.29926265212555,16.205097053884277,253.801352305789,0.0,0.0,0.0
ADVENTHEALTH LAKE WALES,100099,105.79634146341465,7.998780487804877,97.79756097560977,4.413414634146342,0.0,4.413414634146342,60.0262141492908,7.987737335197393,52.024672953022176,0.0,0.0,0.0,151.5664687775385,8.009823640412362,143.57044899819738,14.634414104434704,0.0,14.634414104434704
ADVENTHEALTH MANCHESTER,180043,53.96707317073171,7.008536585365856,46.958536585365856,0.09024390243902446,0.0036585365853658517,0.09024390243902446,41.09223355885238,4.932024717910718,32.72905101629579,0.0,0.0,0.0,66.84191278261103,9.085048452820994,61.18802215443592,0.5677915876276632,0.03678799440781979,0.5677915876276632
ADVENTHEALTH MURRAY,110050,32.31621621621622,0.0,32.26575342465753,0.0,0.0,0.0,31.24249180232143,0.0,31.276896174808805,0.0,0.0,0.0,33.389940630111006,0.0,33.25461067450626,0.0,0.0,0.0
ADVENTHEALTH NEW SMYRNA BEACH,100014,109.00731707317074,14.063414634146342,94.94390243902438,2.1878048780487807,0.0,2.1878048780487807,108.91201963392324,13.816701828090219,94.68186033470063,0.0,0.0,0.0,109.10261451241824,14.310127440202466,95.20594454334814,7.264315545234465,0.0,7.264315545234465
ADVENTHEALTH NORTH PINELLAS,100055,133.02073170731708,12.471951219512196,120.54878048780488,4.895121951219512,0.0,4.895121951219512,122.69578005520324,11.116279604239791,109.3353929433193,0.0,0.0,0.0,143.34568335943092,13.8276228347846,131.76216803229045,16.631221187915948,0.0,16.631221187915948
ADVENTHEALTH OCALA,100062,313.3378048780488,30.5109756097561,282.82682926829267,27.351219512195126,8.036585365853659,19.32439024390244,296.52840392042845,24.392717040087458,269.84318287088337,0.0,4.417653247423157,0.0,330.1472058356692,36.629234179424735,295.810475665702,58.99058881457621,11.655517484284161,54.3781428334793
ADVENTHEALTH ORLANDO,100007,2445.8353658536585,326.469512195122,2119.3658536585363,301.5451219512195,138.42073170731706,163.1243902439024,2265.8926298513734,297.2801361089101,1965.357801745006,220.2783912484236,90.77297130808182,37.36339257938688,2625.7781018559435,355.6588882813339,2273.373905572066,382.81185265401547,186.0684921065523,288.88538790841795
ADVENTHEALTH OTTAWA,170014,44.81733333333334,6.0,38.0,0.07466666666666669,0.0,0.0,41.98273181534783,6.0,38.0,0.0,0.0,0.0,47.65193485131884,6.0,38.0,0.33308876707988944,0.0,0.0
ADVENTHEALTH PALM COAST,100118,167.43414634146342,20.74390243902439,146.690243902439,0.0,0.0,0.0,156.34299516372468,18.82234844078699,134.34197856961183,0.0,0.0,0.0,178.52529751920216,22.66545643726179,159.03850923526616,0.0,0.0,0.0
ADVENTHEALTH REDMOND,110168,221.0268292682927,40.28170731707317,180.7451219512195,0.004878048780487874,0.0,0.004878048780487874,206.14178790157123,39.42982080507259,165.9599596154997,0.0,0.0,0.0,235.91187063501414,41.13359382907375,195.53028428693926,0.049050659210427124,0.0,0.049050659210427124
ADVENTHEALTH ROLLINS BROOK,451323,30.467073170731705,0.0,30.423456790123453,0.14146341463414636,0.0,0.1432098765432099,22.813250517674184,0.0,22.732207353183146,0.0,0.0,0.0,38.120895823789226,0.0,38.114706227063756,1.0898800573996632,0.0,1.097403026749834
ADVENTHEALTH SEBRING,100109,210.50243902439024,30.11707317073171,180.38536585365853,22.64878048780488,0.0,22.64878048780488,200.89231093580827,21.41447238339716,175.42079702125636,0.0,0.0,0.0,220.11256711297221,38.81967395806626,185.3499346860607,52.35039637227743,0.0,52.35039637227743
ADVENTHEALTH SHAWNEE MISSION,170104,315.8054794520548,28.354794520547948,287.4506849315069,4.361643835616439,0.2849315068493151,4.361643835616439,284.71173726987394,26.520624931280977,257.3747988575196,0.0,0.0,0.0,346.89922163423563,30.18896410981492,317.5265710054942,15.400308586504408,2.719387368528833,15.400308586504408
ADVENTHEALTH TAMPA,100173,461.619512195122,50.89146341463415,410.72804878048777,86.71707317073171,27.286585365853657,59.43048780487805,368.9320039619455,44.0107298688358,314.6828854400884,7.335948746945007,15.717909457591709,0.0,554.3070204282985,57.7721969604325,506.77321212088714,166.0981975945184,38.855261274115605,134.66342104693337
ADVENTHEALTH WATERMAN,100057,273.3378048780488,29.634146341463413,243.70365853658532,17.66341463414634,0.0,17.66341463414634,233.90361641406102,24.924628279773707,208.37119367960685,0.0,0.0,0.0,312.7719933420366,34.34366440315312,279.0361233935638,40.267574156289584,0.0,40.267574156289584
ADVENTHEALTH WAUCHULA,101300,24.979268292682928,0.0,24.979268292682928,12.268292682926829,0.0,12.268292682926829,24.86624277947217,0.0,24.86624277947217,6.7010410381525345,0.0,6.7010410381525345,25.092293805893686,0.0,25.092293805893686,17.835544327701122,0.0,17.835544327701122
ADVENTHEALTH WESLEY CHAPEL,100319,146.8329268292683,19.078048780487805,127.75487804878051,1.9024390243902438,0.0,1.9024390243902438,126.20792070205306,12.603196679784187,109.14728533034786,0.0,0.0,0.0,167.45793295648355,25.552900881191423,146.36247076721318,7.945412203373833,0.0,7.945412203373833
ADVENTHEALTH ZEPHYRHILLS,100046,171.29756097560974,19.826829268292684,151.47073170731707,0.8646341463414635,0.0,0.8646341463414635,165.94230566798748,17.16920344671286,143.7583480818489,0.0,0.0,0.0,176.652816283232,22.484455089872508,159.18311533278523,4.362159619072125,0.0,4.362159619072125
ADVENTIST BOLINGBROOK HOSPITAL,140304,114.0,12.0,102.0,0.0,9.638028169014083,0.0,114.0,12.0,102.0,0.0,8.025544175987607,0.0,114.0,12.0,102.0,0.0,11.25051216204056,0.0
ADVENTIST GLENOAKS,140292,82.01267605633802,10.0,72.01267605633802,0.0,0.04788732394366198,0.0,81.94521267481083,10.0,71.94521267481083,0.0,0.0,0.0,82.08013943786521,10.0,72.08013943786521,0.0,0.4513930877295712,0.0
ADVENTIST HEALTH AND RIDEOUT,050133,221.77560975609768,25.246341463414627,196.52926829268293,6.689024390243903,6.046341463414635,0.6426829268292692,208.5418467163758,23.325230987098863,184.01080303940603,4.829513894616521,5.658503161244863,0.0,235.00937279581956,27.16745193973039,209.04773354595983,8.548534885871284,6.434179765584406,2.477465551812261
ADVENTIST HEALTH BAKERSFIELD,050455,244.88902439024397,34.18536585365853,210.70365853658532,6.237804878048781,6.230487804878049,0.013414634146342348,221.71093764415394,28.495345958464092,190.8340934663707,4.277165007445782,4.255602965329407,0.0,268.067111136334,39.87538574885297,230.57322360679996,8.198444748651779,8.20537264442669,0.09317073631150999
ADVENTIST HEALTH CASTLE,120006,106.6390243902439,8.460975609756098,98.17804878048781,0.0,0.0,0.0,78.47059904038177,6.407267364908907,70.87889660086901,0.0,0.0,0.0,134.80744974010602,10.514683854603287,125.47720096010661,0.0,0.0,0.0
ADVENTIST HEALTH CLEARLAKE,051317,25.429268292682924,4.0375,21.4025,0.007317073170731724,0.007499999999999995,2.2204460492503132e-17,22.55054739167571,3.7020898033750305,18.463457918907867,0.0,0.0,0.0,28.307989193690137,4.372910196624969,24.341542081092133,0.07357598881563977,0.07458203932499362,2.208071927522849e-16
ADVENTIST HEALTH DELANO,050608,55.52439024390244,7.678082191780822,51.675342465753424,0.18780487804878052,0.03972602739726028,0.19315068493150692,18.391254527373924,5.205945993663984,15.059476972993785,0.0,0.0,0.0,92.65752596043095,10.15021838989766,88.29120795851307,1.349156819463511,0.37914535426603885,1.422234441132227
ADVENTIST HEALTH HANFORD,050121,157.11585365853662,20.25853658536585,136.8573170731707,0.04999999999999993,0.03048780487804878,0.01951219512195115,136.66299627409774,14.859680940284871,120.52492835908174,0.0,0.0,0.0,177.5687110429755,25.657392230446828,153.18970578725964,0.33555771724214195,0.2574859418096781,0.196202636841705
ADVENTIST HEALTH HOWARD MEMORIAL,051310,25.891463414634146,4.16875,21.74875,0.007317073170731724,0.007500000000000007,1.1102230246251566e-17,22.635160837484168,3.447711060761116,18.559091324161088,0.0,0.0,0.0,29.147765991784123,4.889788939238884,24.938408675838915,0.05387909288870377,0.05463299255661349,1.104035963761424e-16
ADVENTIST HEALTH LODI MEMORIAL,050336,129.17560975609754,13.556097560975612,115.61951219512203,5.279268292682928,4.91341463414634,0.5707317073170733,85.99283838312095,6.922250613412103,78.37476133777604,3.4974161695091848,3.2593316055585335,0.0,172.35838112907413,20.18994450853912,152.864263052468,7.061120415856671,6.567497662734147,1.8514035800654751
ADVENTIST HEALTH MENDOCINO COAST,051325,20.515853658536578,4.0,17.5,0.02804878048780493,0.0,0.0017543859649123057,15.972007745433505,4.0,12.527937700634482,0.0,0.0,0.0,25.05969957163965,4.0,22.47206229936552,0.1480018476925572,0.0,0.014999709535562924
ADVENTIST HEALTH PORTLAND,380060,127.69634146341465,19.52682926829268,108.169512195122,0.19512195121951204,0.057317073170731654,0.13780487804878042,87.70748052945527,16.758353787272604,68.77711871672773,0.0,0.0,0.0,167.68520239737404,22.295304749312756,147.56190567351626,1.4809326854271356,0.4241623117763644,1.3745509315955704
ADVENTIST HEALTH REEDLEY,050192,32.24999999999999,0.0,32.216049382716044,0.0,0.0,0.0,29.67820377897681,0.0,29.646786025733956,0.0,0.0,0.0,34.82179622102318,0.0,34.78531273969813,0.0,0.0,0.0
ADVENTIST HEALTH SIMI VALLEY,050236,129.7060975609756,19.865853658536587,109.84024390243897,5.097560975609757,4.823170731707316,0.2902439024390255,119.90439265056035,13.50625472110457,100.55094487167314,3.292699528873447,3.0567976757081174,0.0,139.50780247139085,26.225452595968605,119.1295429332048,6.902422422346067,6.589543787706515,1.070970021581012
ADVENTIST HEALTH SONORA,050335,78.50975609756098,6.003658536585365,72.5060975609756,0.018292682926829267,0.010975609756097566,0.007317073170731703,69.06678092091826,5.883529879267708,63.06086429246723,0.0,0.0,0.0,87.9527312742037,6.123787193903023,81.95133082948398,0.13706006505218646,0.11036398322345951,0.07357598881563887
ADVENTIST HEALTH ST HELENA,050013,55.35609756097563,10.045121951219517,45.31097560975609,0.04634146341463424,0.0304878048780488,0.017073170731707388,43.51976411175122,7.126634585568809,35.347920323280306,0.0,0.0,0.0,67.19243101020004,12.963609316870226,55.27403089623188,0.28681174440032775,0.22465524209810245,0.1716773072364928
ADVENTIST HEALTH TEHACHAPI VALLEY,051301,27.21707317073171,6.066197183098592,22.719718309859157,0.012195121951219513,0.014084507042253521,0.0,21.685462442034396,3.9155863953075105,19.822842173727594,0.0,0.0,0.0,32.748683899429025,8.216807970889674,25.61659444599072,0.12262664802606602,0.13276267286163881,0.0
ADVENTIST HEALTH TILLAMOOK,381317,27.682926829268286,4.403225806451613,24.458064516129035,0.06585365853658544,0.0532258064516129,0.02258064516129037,9.986719487273309,2.1952694230965135,6.389664890125925,0.0,0.0,0.0,45.37913417126326,6.611182189806712,42.52646414213214,0.4508242401271196,0.47232622555224213,0.15492316504839515
ADVENTIST HEALTH TULARE,050784,36.41829268292684,4.961333333333332,32.541333333333334,0.007317073170731724,0.0,0.0,21.607734820051604,3.5878495665353194,17.218279748255355,0.0,0.0,0.0,51.228850545802075,6.334817100131345,47.86438691841131,0.07357598881563975,0.0,0.0
ADVENTIST HEALTH UKIAH VALLEY,050301,55.17073170731706,7.57560975609756,47.59512195121951,1.4365853658536587,1.4292682926829272,0.012195121951219794,41.48407525330707,6.549221990275319,34.203232914931434,0.5357610252507289,0.5322928804818206,0.0,68.85738816132705,8.6019975219198,60.98701098750759,2.3374097064565884,2.3262437048840336,0.04867695880677427
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,46.19024390243902,16.028048780487804,30.16219512195122,0.0,0.0,0.0,41.03584724734458,15.69871185209091,24.954967470569997,0.0,0.0,0.0,51.34464055753347,16.3573857088847,35.369422773332445,0.0,0.0,0.0
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,423.5573170731707,33.05487804878049,390.50243902439024,5.853658536585366,0.0,5.853658536585366,397.345412179685,28.512725612943886,365.92256180036634,0.0,0.0,0.0,449.76922196665635,37.59703048461709,415.08231624841414,25.159591835028586,0.0,25.159591835028586
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,210016,313.2670731707317,41.45975609756098,271.8073170731707,0.0,0.0,0.0,250.16384389984307,30.620824669247646,218.24953754238174,0.0,0.0,0.0,376.3703024416203,52.29868752587431,325.3650966039596,0.0,0.0,0.0
ADVENTIST HINSDALE HOSPITAL,140122,212.0,22.056338028169016,189.94366197183098,31.098591549295776,27.718309859154928,3.943661971830986,212.0,21.682656576981284,189.56998052064324,25.766331429240914,25.789704896334474,3.1711461570384163,212.0,22.430019479356748,190.3173434230187,36.43085166935064,29.646914821975383,4.716177786623556
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,177.0,26.91267605633803,150.08732394366197,0.0,0.0,0.0,177.0,26.357716707127967,149.5323645944519,0.0,0.0,0.0,177.0,27.46763540554809,150.64228329287204,0.0,0.0,0.0
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,775.8646341463412,143.49024390243903,632.3743902439023,145.36341463414632,104.15365853658537,42.33170731707317,734.0047049528187,126.20312167224975,603.480118049002,127.55662225418658,93.04043434727095,32.11366616671971,817.7245633398638,160.77736613262832,661.2686624388026,163.17020701410607,115.26688272589979,52.549748467426625
ADVOCATE CONDELL MEDICAL CENTER,140202,280.5560975609756,42.1219512195122,238.4341463414634,0.0,0.0,0.0,253.11807268172612,35.742218178341616,216.50216270905128,0.0,0.0,0.0,307.9941224402251,48.50168426068278,260.3661299738755,0.0,0.0,0.0
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,313.809756097561,46.34146341463415,267.46829268292686,14.342682926829267,14.989024390243902,0.001219512195122575,284.43389210813996,41.556663633756216,242.70540788095462,7.6980892739560005,9.225237781297327,0.0,343.185620086982,51.12626319551208,292.2311774848991,20.987276579702534,20.752810999190476,0.012262664802607324
ADVOCATE GOOD SHEPHERD HOSPITAL,140291,208.77439024390245,37.170731707317074,171.60365853658536,0.0,0.0,0.0,198.6263525332564,34.77833181687811,162.2215841506514,0.0,0.0,0.0,218.92242795454848,39.56313159775604,180.9857329225193,0.0,0.0,0.0
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,293.98048780487807,39.58902439024391,254.39146341463413,32.10731707317073,26.240243902439023,7.378048780487805,272.3868877069044,36.332425918780764,235.56682627964324,22.87507645742027,20.812631377805843,5.29134635562297,315.5740879028517,42.84562286170705,273.216100549625,41.33955768892118,31.667856427072202,9.46475120535264
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,649.3341463414633,68.28536585365852,581.0487804878048,130.0670731707317,78.47317073170731,51.593902439024376,616.6523500737096,62.824684352500334,553.1623784565726,119.07008082233801,68.77930034080173,47.97333882554467,682.0159426092171,73.74604735481671,608.9351825190371,141.0640655191254,88.1670411226129,55.21446605250408
ADVOCATE SHERMAN HOSPITAL,140030,275.30731707317074,32.014634146341464,243.29268292682926,0.0,0.0,0.0,263.1975742300966,27.958390005369996,233.3530157877096,0.0,0.0,0.0,287.41705991624485,36.07087828731293,253.2323500659489,0.0,0.0,0.0
ADVOCATE TRINITY HOSPITAL,140048,394.2060975609756,51.56219512195123,342.64390243902443,0.0,0.0,0.0,374.6813911639104,42.23636956694297,329.95738682558203,0.0,0.0,0.0,413.7308039580408,60.888020676959485,355.3304180524668,0.0,0.0,0.0
