hospital,date,active_icu,admitted_icu,active_acute,admitted_acute,active_allbeds,admitted_allbeds
Anne Arundel Medical Center,2020-12-11,36.270157298999415,2.999286819712822,282.45560624159464,23.38154772352704,318.7257635405941,26.38083454323986
Anne Arundel Medical Center,2020-12-12,36.426561704110306,3.0231615993804692,283.58208972429446,23.55184746874795,320.0086514284048,26.57500906812842
Anne Arundel Medical Center,2020-12-13,36.589533091386485,3.0445946161254716,284.733196099953,23.70900968552742,321.3227291913395,26.753604301652892
Anne Arundel Medical Center,2020-12-14,36.75871356054327,3.064251670030802,285.9075834218164,23.85572465587766,322.66629698235965,26.91997632590846
Anne Arundel Medical Center,2020-12-15,36.933691341510944,3.0826445210398026,287.1037077584264,23.994107129718714,324.0373990999374,27.076751650758517
Anne Arundel Medical Center,2020-12-16,37.11400051685172,3.100153595354401,288.31982215282335,24.125796554235574,325.43382266967507,27.225950149589977
Anne Arundel Medical Center,2020-12-17,37.29912120096992,3.1170488967105254,289.5539772944943,24.25204011251685,326.8530984954642,27.369089009227373
Anne Arundel Medical Center,2020-12-18,37.48848020017206,3.1335089940300045,290.8040239942676,24.373761937636658,328.29250419443963,27.507270931666664
Anne Arundel Medical Center,2020-12-19,37.68145217310793,3.1496380094730827,292.06761753538586,24.491621048593235,329.7490697084938,27.641259058066318
Anne Arundel Medical Center,2020-12-20,37.87736130607665,3.16548059146973,293.342223955064,24.606059985388473,331.21958526114065,27.771540576858204
Anne Arundel Medical Center,2020-12-21,38.07548351216522,3.1810349154001174,294.62512829015736,24.717345713514845,332.70061180232256,27.898380628914964
Anne Arundel Medical Center,2020-12-22,38.27504915726146,3.19626380440802,295.9134447983438,24.82560406815329,334.1884939556053,28.02186787256131
Anne Arundel Medical Center,2020-12-23,38.475246309722095,3.211104101635483,297.20412914275164,24.93084878070563,335.6793754524737,28.141952882341116
Anne Arundel Medical Center,2020-12-24,38.67522450396073,3.225474452212976,298.4939925035285,25.033005952542577,337.16921700748924,28.258480404755552
Anne Arundel Medical Center,2020-12-25,38.87409900153932,3.2392816691732405,299.7797175547995,25.13193469859729,338.6538165563388,28.371216367770533
Anne Arundel Medical Center,2020-12-26,39.0709555265981,3.2524258633628973,301.0578762201571,25.227444567074393,340.12883174675517,28.47987043043729
Anne Arundel Medical Center,2020-12-27,39.26485544574369,3.264804515095535,302.32494909464623,25.31931024477164,341.58980454038993,28.584114759867173
Anne Arundel Medical Center,2020-12-28,39.45484135594127,3.2763156565487956,303.5773463965602,25.40728397595589,343.03218775250144,28.683599632504688
Anne Arundel Medical Center,2020-12-29,39.639943037629806,3.286860320539361,304.81143028864034,25.491106053421223,344.45137332627013,28.777966373960584
Anne Arundel Medical Center,2020-12-30,39.819183724309475,3.2963443949552156,306.0235383858877,25.57051368118739,345.8427221101972,28.866858076142606
Anne Arundel Medical Center,2020-12-31,39.99158663434164,3.3046800041989592,307.2100082465404,25.64524845763813,347.201594880882,28.94992846183709
Anne Arundel Medical Center,2021-01-01,40.15618170575635,3.311786520668298,308.36720262422716,25.715062684663586,348.5233843299835,29.026849205331885
Anne Arundel Medical Center,2021-01-02,40.31201247057569,3.3175912914845034,309.49153524323646,25.77972467154592,349.8035477138121,29.097315963030425
Anne Arundel Medical Center,2021-01-03,40.45814300161893,3.3220301490455713,310.5794968455547,25.839023171150426,351.0376398471736,29.161053320195997
Anne Arundel Medical Center,2021-01-04,40.59366486203636,3.3250477589792045,311.6276812481366,25.89277105986993,352.22134611017293,29.217818818849132
Anne Arundel Medical Center,2021-01-05,40.71770398598499,3.326597845965003,312.63281114199157,25.94080835101785,353.35051512797656,29.267406196982854
Anne Arundel Medical Center,2021-01-06,40.82942741796427,3.326643326795055,313.59176336131645,25.98300461359455,354.4211907792807,29.309647940389603
Anne Arundel Medical Center,2021-01-07,40.92804983840913,3.3251563709316274,314.5015933511995,26.01926085397641,355.42964318960867,29.344417224908035
Anne Arundel Medical Center,2021-01-08,41.012839804211,3.3221184016013106,315.35955856644824,26.049510906743688,356.37239837065925,29.371629308345
Anne Arundel Medical Center,2021-01-09,41.08312563491061,3.3175200449740854,316.1631405418627,26.073722372141084,357.2462661767733,29.39124241711517
Anne Arundel Medical Center,2021-01-10,41.138300878363864,3.311361031003716,316.9100653857446,26.0918971311819,358.04836626410844,29.403258162185615
Anne Arundel Medical Center,2021-01-11,41.17782929369637,3.303650046848442,317.5983224634801,26.104071464839866,358.7761517571765,29.407721511688308
Anne Arundel Medical Center,2021-01-12,41.201249294283585,3.2944045422056836,318.2261810564893,26.110315800797657,359.42743035077285,29.40472034300334
Anne Arundel Medical Center,2021-01-13,41.208177799261165,3.2836504851876787,318.7922048034603,26.110734109555455,360.0003826027215,29.394384594743133
Anne Arundel Medical Center,2021-01-14,41.19831344860388,3.2714220673205534,319.29526375528485,26.10546297107976,360.4935772038887,29.376885038400314
Anne Arundel Medical Center,2021-01-15,41.17143914401997,3.257761356701421,319.73454390213834,26.094670333374726,360.9059830461583,29.35243169007615
Anne Arundel Medical Center,2021-01-16,41.12742388568558,3.2427178991373435,320.1095540603142,26.078553985124802,361.2369779459998,29.321271884262146
Anne Arundel Medical Center,2021-01-17,41.066223883076354,3.226348268086837,320.420130037286,26.05733976577634,361.4863539203624,29.28368803386318
Anne Arundel Medical Center,2021-01-18,40.987882926716615,3.208715565323427,320.66643602558014,26.031279537847357,361.65431895229676,29.239995103170784
Anne Arundel Medical Center,2021-01-19,40.89253201643027,3.1898888753544408,320.8489632089033,26.000648947777027,361.74149522533355,29.190537823131468
Anne Arundel Medical Center,2021-01-20,40.78038825050908,3.1699426776926196,320.9685255970799,25.96574500314759,361.748913847589,29.13568768084021
Anne Arundel Medical Center,2021-01-21,40.651752988978224,3.148956222044715,321.0262531392184,25.926883495441185,361.6780061281966,29.0758397174859
Anne Arundel Medical Center,2021-01-22,40.5070093127021,3.1270128723136694,321.02358219663057,25.88439629865673,361.5305915093327,29.0114091709704
Anne Arundel Medical Center,2021-01-23,40.34661880830521,3.1041994259892514,320.96224348789633,25.838628574945375,361.30886229620154,28.942828000934625
Anne Arundel Medical Center,2021-01-24,40.17111771666198,3.0806054160173675,320.8442476476295,25.789935918917937,361.0153653642915,28.870541334935304
Anne Arundel Medical Center,2021-01-25,39.98111248991647,3.056322402575506,320.67186856752846,25.738681472425714,360.65298105744495,28.79500387500122
Anne Arundel Medical Center,2021-01-26,39.777274808528,3.031443262359368,320.447624712793,25.68523304130181,360.224899521321,28.716676303661178
Anne Arundel Medical Center,2021-01-27,39.56033611560508,3.0060614829969206,320.1742586286159,25.629960244891716,359.734594744221,28.636021727888636
Anne Arundel Medical Center,2021-01-28,39.33108173071283,2.980270470063891,319.85471486990855,25.57323172809636,359.18579660062136,28.553502198160253
Anne Arundel Medical Center,2021-01-29,39.09034460935177,2.954162873902779,319.49211660247437,25.515412464177817,358.5824612118261,28.469575338080595
Anne Arundel Medical Center,2021-01-30,38.838998817364896,2.9278299430426955,319.08974113530377,25.456861174726566,357.92873995266865,28.38469111776926
Anne Arundel Medical Center,2021-01-31,38.57795279160193,2.9013609105121287,318.6509946514421,25.397927891025763,357.22894744304404,28.29928880153789
Anne Arundel Medical Center,2021-02-01,38.308142459243584,2.874842418736292,318.17938640890304,25.338951678582344,356.4875288681466,28.213794097318637
Anne Arundel Medical Center,2021-02-02,38.030524288267806,2.848357988040393,317.6785026833981,25.280258543883335,355.70902697166593,28.12861653192373
Anne Arundel Medical Center,2021-02-03,37.7460683406445,2.8219875330479645,317.15198072129834,25.22215953954458,354.89804906194286,28.044147072592544
Anne Arundel Medical Center,2021-02-04,37.45575139801234,2.7958069304957527,316.60348296436587,25.164949080966633,354.0592343623782,27.960756011462387
Anne Arundel Medical Center,2021-02-05,37.16055022687113,2.7698876411896567,316.0366717975995,25.108903484496206,353.19722202447065,27.878791125685865
Anne Arundel Medical Center,2021-02-06,36.861435046781914,2.7442963880238676,315.45518505825805,25.05427973391327,352.31662010504,27.79857612193714
Anne Arundel Medical Center,2021-02-07,36.559363260779506,2.7190948911848984,314.86261252804815,25.001314478928816,351.42197578882764,27.720409370113714
Anne Arundel Medical Center,2021-02-08,36.25527350225728,2.6943396608822265,314.26247361192475,24.950223266305382,350.51774711418204,27.644562927187607
Anne Arundel Medical Center,2021-02-09,35.95008004707503,2.6700818471967747,313.6581963862956,24.901200001244508,349.60827643337063,27.57128184844128
Anne Arundel Medical Center,2021-02-10,35.644667633670764,2.646367145929742,313.05309817703545,24.854416633900694,348.6977658107062,27.500783779830435
Anne Arundel Medical Center,2021-02-11,35.3398867276309,2.6232357586762975,312.4503678039966,24.810023063271053,347.7902545316275,27.43325882194735
Anne Arundel Medical Center,2021-02-12,35.0365492605987,2.6007224047503343,311.8530496040509,24.76814724836216,346.8895988646496,27.368869653112494
Anne Arundel Medical Center,2021-02-13,34.735424866686344,2.5788563820523263,311.26402931952043,24.72889551440603,345.9994541862068,27.307751896458356
Anne Arundel Medical Center,2021-02-14,34.437237632806855,2.557661673511403,310.68602191354984,24.69235304010235,345.1232595463567,27.250014713613755
Anne Arundel Medical Center,2021-02-15,34.14266337266108,2.5371570953427764,310.12156134892416,24.658584510315556,344.26422472158526,27.195741605658334
Anne Arundel Medical Center,2021-02-16,33.852327427599256,2.517356483050525,309.572992342401,24.627634917447615,343.42531977000027,27.14499140049814
Anne Arundel Medical Center,2021-02-17,33.566802991314844,2.498268910870767,309.04246408315163,24.599530493800767,342.60926707446646,27.097799404671534
Anne Arundel Medical Center,2021-02-18,33.28660994940355,2.4798989401900418,308.53192588168923,24.57427975662835,341.8185358310928,27.05417869681839
Anne Arundel Medical Center,2021-02-19,33.01221421930313,2.4622468923898615,308.0431246949736,24.551874647286688,341.0553389142767,27.014121539676548
Anne Arundel Medical Center,2021-02-20,32.74402757108333,2.4453091415524857,307.5776044544627,24.53229174587084,340.321632025546,26.977600887423325
Anne Arundel Medical Center,2021-02-21,32.48240790502881,2.429078422515871,307.1367071069106,24.51549354297968,339.6191150119394,26.944571965495552
Anne Arundel Medical Center,2021-02-22,32.22765995799359,2.413544149878713,306.7215752628417,24.501429750746432,338.9492352208353,26.914973900625146
Anne Arundel Medical Center,2021-02-23,31.980036407128864,2.398692743724461,306.33315633497796,24.490038636011498,338.3131927421068,26.888731379735958
Anne Arundel Medical Center,2021-02-24,31.739739336816402,2.3845079580514255,305.9722080385036,24.481248359416803,337.71194737532,26.86575631746823
Anne Arundel Medical Center,2021-02-25,31.506922032481405,2.370971208154334,305.6393051169645,24.474978305315606,337.1462271494459,26.84594951346994
Anne Arundel Medical Center,2021-02-26,31.28169106340892,2.358061893497495,305.33484715178685,24.471140388600233,336.61653821519576,26.82920228209773
Anne Arundel Medical Center,2021-02-27,31.064108615730913,2.3457577129411655,305.0590673098093,24.46964032591687,336.1231759255402,26.815398038858035
Anne Arundel Medical Center,2021-02-28,30.8541950363656,2.3340349695238864,304.81204188178094,24.470378860128527,335.6662369181465,26.804413829652415
Anne Arundel Medical Center,2021-03-01,30.65193154884437,2.322868862359446,304.5937004653519,24.4732529283931,335.24563201419625,26.796121790752547
Atlantic General Hospital,2020-11-25,6.067601282579464,0.0,34.39013912047379,0.0,40.45774040305325,0.0
Atlantic General Hospital,2020-11-26,6.108841397571952,0.19889057985875702,34.53203151824184,1.4966505973774247,40.64087291581379,1.6955411772361817
Atlantic General Hospital,2020-11-27,6.151844001150206,0.27425259225387255,34.680535546484464,1.8737271325949025,40.83237954763467,2.147979724848775
Atlantic General Hospital,2020-11-28,6.19667072043464,0.33150620516674967,34.83588238726472,2.1291409407034543,41.03255310769936,2.4606471458702037
Atlantic General Hospital,2020-11-29,6.2433789461906555,0.3778238713627675,34.99828733079021,2.3212225259354566,41.241666276980865,2.699046397298224
Atlantic General Hospital,2020-11-30,6.292021054272458,0.41625210072254176,35.16794685481209,2.4729236517585864,41.45996790908455,2.8891757524811283
Atlantic General Hospital,2020-12-01,6.342643603860162,0.44853608903257786,35.34503561696877,2.596259803595962,41.68767922082893,3.04479589262854
Atlantic General Hospital,2020-12-02,6.395286519008081,0.47586012079176554,35.52970338452475,2.698590612343606,41.92498990353283,3.1744507331353713
Atlantic General Hospital,2020-12-03,6.4499822607823605,0.4991153222899538,35.72207192880715,2.7848787481811845,42.17205418958952,3.283994070471138
Atlantic General Hospital,2020-12-04,6.506754997987407,0.5190153244925806,35.92223191434853,2.858686213305089,42.42898691233594,3.3777015377976696
Atlantic General Hospital,2020-12-05,6.565619785148293,0.5361523119608634,36.13023981524895,2.92267814841574,42.69585960039724,3.4588304603766034
Atlantic General Hospital,2020-12-06,6.626581757015178,0.5510267177328441,36.346114893517196,2.978904641562016,42.97269665053238,3.52993135929486
Atlantic General Hospital,2020-12-07,6.689635349371292,0.5640643732501711,36.56983627608467,3.0289713761383115,43.259471625455966,3.5930357493884824
Atlantic General Hospital,2020-12-08,6.75476355634307,0.5756274284540346,36.80134016874991,3.0741499037543285,43.55610372509298,3.6497773322083633
Atlantic General Hospital,2020-12-09,6.821937234715948,0.5860221153626683,37.04051724645567,3.1154528836744997,43.86245448117162,3.701474999037168
Atlantic General Hospital,2020-12-10,6.891114465938673,0.5955049001233969,37.28721025997313,3.15368782045064,44.1783247259118,3.7491927205740367
Atlantic General Hospital,2020-12-11,6.9622399865411415,0.604287801838955,37.541211899226056,3.1894969395121264,44.5034518857672,3.7937847413510815
Atlantic General Hospital,2020-12-12,7.035244697585221,0.6125432561808021,37.802262953091734,3.2233877239847026,44.837507650676955,3.8359309801655046
Atlantic General Hospital,2020-12-13,7.110045263506456,0.6204086894001359,38.070050804534205,3.255756905645278,45.18009606804066,3.876165595045414
Atlantic General Hospital,2020-12-14,7.186543810280584,0.6279908571535308,38.34420829833515,3.2869097019033267,45.53075210861573,3.9149005590568575
Atlantic General Hospital,2020-12-15,7.264627732258717,0.63536994774438,38.624313016473934,3.317075490588641,45.88894074873265,3.952445438333021
Atlantic General Hospital,2020-12-16,7.344169616257454,0.642603426440796,38.909886993366534,3.3464207428778168,46.25405660962399,3.989024169318613
Atlantic General Hospital,2020-12-17,7.42502729056701,0.6497295924389304,39.20039689970993,3.3750597978518178,46.62542419027694,4.024789390290748
Atlantic General Hospital,2020-12-18,7.507044005456069,0.6567708244800089,39.495254719610664,3.403063906767895,47.00229872506673,4.0598347312479035
Atlantic General Hospital,2020-12-19,7.590048750514454,0.6637365000646667,39.79381894103369,3.430468870189142,47.38386769154815,4.094205370253809
Atlantic General Hospital,2020-12-20,7.673856712794573,0.6706255835822412,40.09539627443022,3.4572815181473704,47.769252987224796,4.127907101729612
Atlantic General Hospital,2020-12-21,7.7582698782038895,0.6774288886720201,40.39924390874366,3.4834852312303877,48.15751378694755,4.160914119902408
Atlantic General Hospital,2020-12-22,7.843077776980304,0.6841310287490281,40.70457230791442,3.5090446618694133,48.54765008489472,4.193175690618442
Atlantic General Hospital,2020-12-23,7.928058372370136,0.6907120763764102,41.01054854458118,3.533909785716711,48.938606916951315,4.224621862093121
Atlantic General Hospital,2020-12-24,8.01297908984634,0.6971489569141595,41.316300160991275,3.5580193900124253,49.329279250837615,4.255168346926585
Atlantic General Hospital,2020-12-25,8.097597982377701,0.7034166047036735,41.62091954027971,3.581304087401427,49.71851752265741,4.2847206921051
Atlantic General Hospital,2020-12-26,8.181665025414048,0.7094889111750963,41.92346876435234,3.603688928560352,50.10513378976639,4.313177839735449
Atlantic General Hospital,2020-12-27,8.264923533416283,0.7153394939751867,42.22298492772067,3.6250956744329454,50.48790846113695,4.340435168408132
Atlantic General Hospital,2020-12-28,8.347111687962151,0.7209423148186513,42.518485869891045,3.645444778297798,50.86559755785319,4.366387093116449
Atlantic General Hospital,2020-12-29,8.427964165728588,0.7262721715700929,42.80897628242147,3.664657118934069,51.23694044815006,4.390929290504162
Atlantic General Hospital,2020-12-30,8.507213853018863,0.7313050873489787,43.093454140634016,3.68265551853602,51.60066799365288,4.4139606058849985
Atlantic General Hospital,2020-12-31,8.584593631996267,0.7360186164590716,43.37091740432045,3.699366072569746,51.95551103631672,4.435384689028818
Atlantic General Hospital,2021-01-01,8.65983822243375,0.740392083879842,43.640370926705025,3.7147193133034238,52.30020914913877,4.455111397183265
Atlantic General Hospital,2021-01-02,8.732686061616542,0.7444067720769658,43.90083350653059,3.7286512241719536,52.63351956814713,4.47305799624892
Atlantic General Hospital,2021-01-03,8.802881204066207,0.7480460661106374,44.15134501450119,3.741104118348458,52.9542262185674,4.4891501844590955
Atlantic General Hospital,2021-01-04,8.87017522201089,0.7512955655215537,44.390973522523524,3.752027391808985,53.26114874453441,4.503322957330538
Atlantic General Hospital,2021-01-05,8.934329087025112,0.754143169302116,44.618822362309984,3.7613781587166715,53.5531514493351,4.515521328018788
Atlantic General Hospital,2021-01-06,8.995115013017724,0.7565791384348638,44.834037038986594,3.769121775048486,53.82915205200432,4.52570091348335
Atlantic General Hospital,2021-01-07,9.05231824076819,0.758596138998875,45.035811925431226,3.7752322549716157,54.08813016619942,4.533828393970491
Atlantic General Hospital,2021-01-08,9.105738744505038,0.760189267692058,45.223396664168035,3.779692583498441,54.329135408673075,4.539881851190499
Atlantic General Hospital,2021-01-09,9.155192841587088,0.7613560607634965,45.3961022057712,3.7824949283353675,54.55129504735829,4.543850989098864
Atlantic General Hospital,2021-01-10,9.200514687184354,0.7620964867617621,45.55330641586728,3.7836407535518988,54.753821103051635,4.545737240313661
Atlantic General Hospital,2021-01-11,9.241557636953154,0.7624129231431066,45.69445918694385,3.783140837671788,54.936016823897006,4.545553760814895
Atlantic General Hospital,2021-01-12,9.278195462045888,0.7623101166087342,45.8190869962205,3.781015198980165,55.097282458266385,4.543325315588899
Atlantic General Hospital,2021-01-13,9.31032340237318,0.7617951270158279,45.926796856755324,3.777292931207817,55.2371202591285,4.539088058223645
Atlantic General Hospital,2021-01-14,9.337859045822821,0.7608772547960004,46.0172796156625,3.7720119532482816,55.35513866148533,4.532889208044282
Atlantic General Hospital,2021-01-15,9.360743023111288,0.7595679519869163,46.090312560711496,3.7652186771483453,55.451055583822786,4.524786629135262
Atlantic General Hospital,2021-01-16,9.378939510070538,0.7578807172085544,46.145761304557595,3.7569675992533926,55.52470081462813,4.514848316461947
Atlantic General Hospital,2021-01-17,9.392436531424142,0.755830975173451,46.18358092429847,3.747320820046017,55.57601745572261,4.503151795219468
Atlantic General Hospital,2021-01-18,9.401246062448529,0.7534359415873584,46.20381634283644,3.7363474988703373,55.60506240528497,4.489783440457696
Atlantic General Hospital,2021-01-19,9.405403927311738,0.7507144745603316,46.20660194751623,3.7241232503488133,55.61200587482797,4.474837724909145
Atlantic General Hospital,2021-01-20,9.404969495297298,0.7476869138939579,46.192160450568366,3.7107294898592524,55.59712994586566,4.45841640375321
Atlantic General Hospital,2021-01-21,9.400025178517414,0.7443749098291073,46.160801004878685,3.6962527359195776,55.5608261833961,4.440627645748685
Atlantic General Hospital,2021-01-22,9.390675737061466,0.7408012430245927,46.11291659738908,3.6807838777226944,55.503592334450545,4.421585120747287
Atlantic General Hospital,2021-01-23,9.377047399777052,0.7369896376843973,46.04898075087997,3.6644174163481957,55.42602815065702,4.401407054032593
Atlantic General Hospital,2021-01-24,9.359286811007856,0.7329645698592676,45.96954357286377,3.6472506883520914,55.328830383871626,4.380215258211359
Atlantic General Hospital,2021-01-25,9.337559815583859,0.7287510730143755,45.87522719771392,3.6293830804962868,55.21278701329778,4.358134153510663
Atlantic General Hospital,2021-01-26,9.312050096146244,0.7243745429808802,45.76672067485626,3.6109152443102643,55.0787707710025,4.335289787291145
Atlantic General Hospital,2021-01-27,9.282957678466486,0.7198605443953634,45.644774361766615,3.591948319001436,54.9277320402331,4.3118088633967995
Atlantic General Hospital,2021-01-28,9.250497321765117,0.7152346206806537,45.510193885567126,3.5725831709278353,54.76069120733224,4.287817791608489
Atlantic General Hospital,2021-01-29,9.214896812133286,0.7105221095371302,45.36383374113175,3.5529196574396114,54.57873055326503,4.263441766976742
Atlantic General Hospital,2021-01-30,9.176395177996472,0.7057479657975109,45.20659059674813,3.5330559223879607,54.3829857747446,4.238803888185472
Atlantic General Hospital,2021-01-31,9.135240847126534,0.7009365933563667,45.03939638050952,3.513087729995552,54.174637227636055,4.214024323351919
Atlantic General Hospital,2021-02-01,9.0916897650019,0.6961116877197917,44.863211221711914,3.493107843104033,53.95490098671382,4.1892195308238245
Atlantic General Hospital,2021-02-02,9.046003494337349,0.6912960905361757,44.679016321612444,3.47320545106465,53.72501981594979,4.164501541600826
Atlantic General Hospital,2021-02-03,8.998447315359927,0.6865116572701917,44.48780682698686,3.4534656517371567,53.48625414234679,4.139977309007349
Atlantic General Hospital,2021-02-04,8.949288345906343,0.6817791389720724,44.2905847780434,3.4339689912247016,53.23987312394975,4.115748130196774
Atlantic General Hospital,2021-02-05,8.898793699673329,0.6771180788788058,44.08835219945999,3.4147910641072694,52.98714589913332,4.091909142986076
Atlantic General Hospital,2021-02-06,8.847228699983946,0.6725467243645665,43.88210439967864,3.3960021760684307,52.72933309966258,4.068548900432997
Atlantic General Hospital,2021-02-07,8.79485516526045,0.6680819545415236,43.672823539192976,3.377667069941717,52.46767870445343,4.045749024483241
Atlantic General Hospital,2021-02-08,8.74192978104194,0.6637392235991721,43.46147252349151,3.3598447153607447,52.20340230453345,4.023583938959916
Atlantic General Hospital,2021-02-09,8.68870257187859,0.6595325197669394,43.24898927066837,3.342588161382026,51.937691842546954,4.002120681148965
Atlantic General Hospital,2021-02-10,8.63541548480161,0.6554743395918001,43.03628139758858,3.325944450682962,51.671696882390194,3.9814187902747618
Atlantic General Hospital,2021-02-11,8.582301094338048,0.6515756770434531,42.824221362004785,3.3099545932229804,51.406522456342834,3.9615302702664335
Atlantic General Hospital,2021-02-12,8.529581437241584,0.6478460267968253,42.61364209127831,3.2946535966086357,51.14322352851989,3.9424996234054612
Atlantic General Hospital,2021-02-13,8.477466983274315,0.6442934008962964,42.40533312146874,3.280070549823754,50.882800104743055,3.9243639507200503
Atlantic General Hospital,2021-02-14,8.426155746528783,0.6409243578795865,42.20003726363268,3.2662287564878048,50.626193010161465,3.907153114367391
Atlantic General Hospital,2021-02-15,8.375832539952578,0.63774404333402,41.99844780731892,3.2531459133863656,50.374280347271494,3.8908899567203856
Atlantic General Hospital,2021-02-16,8.326668373955872,0.6347562407720395,41.801206264562495,3.2408343296830546,50.127874638518364,3.875590570455094
Atlantic General Hospital,2021-02-17,8.278819998269988,0.6319634316490297,41.60890065125685,3.2293011819737503,49.88772064952684,3.86126461362278
Atlantic General Hospital,2021-02-18,8.232429584604708,0.6293668633029845,41.42206429670504,3.2185488001785405,49.65449388130975,3.8479156634815253
Atlantic General Hospital,2021-02-19,8.187624546143432,0.6269666235719265,41.24117516649106,3.2085749791828353,49.42879971263449,3.8355416027547617
Atlantic General Hospital,2021-02-20,8.14451748853505,0.6247617208416946,41.066655678635556,3.1993733111361475,49.21117316717061,3.824135031977842
Atlantic General Hospital,2021-02-21,8.10320628580382,0.6227501682898605,40.89887298835685,3.1909335333850994,49.00207927416067,3.81368370167496
Atlantic General Hospital,2021-02-22,8.063774273514204,0.6209290711236474,40.73813971269089,3.1832418871532195,48.80191398620509,3.804170958276867
Atlantic General Hospital,2021-02-23,8.026290550604333,0.6192947156545433,40.584715062760395,3.176281482281681,48.611005613364725,3.7955761979362244
Atlantic General Hospital,2021-02-24,7.990810380544307,0.617842659112693,40.4388063486416,3.170032663593739,48.42961672918591,3.787875322706432
Atlantic General Hospital,2021-02-25,7.957375681885381,0.616567819174383,40.30057081956332,3.1644733747473857,48.2579465014487,3.7810411939217685
Atlantic General Hospital,2021-02-26,7.926015597842119,0.6154645622564652,40.170117800582815,3.1595795157763735,48.09613339842493,3.7750440780328387
Atlantic General Hospital,2021-02-27,7.896747134288086,0.6145267897196762,40.04751108590153,3.155325290887134,47.94425822018962,3.7698520806068103
Atlantic General Hospital,2021-02-28,7.869575855440053,0.6137480212158962,39.932771548588086,3.1516835434681334,47.80234740402814,3.7654315646840297
Atlantic General Hospital,2021-03-01,7.844496626547858,0.6131214745117824,39.82587992663367,3.148626075670893,47.670376553181526,3.761747550182675
Baltimore Convention Center Field Hospital,2020-11-25,0.0,0.0,29.35507248559227,0.0,29.35507248559227,0.0
Baltimore Convention Center Field Hospital,2020-11-26,0.0,0.0,29.365504551601134,1.1668398668225528,29.365504551601134,1.1668398668225528
Baltimore Convention Center Field Hospital,2020-11-27,0.0,0.0,29.381273729776176,1.4851954827585518,29.381273729776176,1.4851954827585518
Baltimore Convention Center Field Hospital,2020-11-28,0.0,0.0,29.40256663741339,1.6978486108532633,29.40256663741339,1.6978486108532633
Baltimore Convention Center Field Hospital,2020-11-29,0.0,0.0,29.429557063412602,1.8554506023965025,29.429557063412602,1.8554506023965025
Baltimore Convention Center Field Hospital,2020-11-30,0.0,0.0,29.462403610678216,1.9778837500861155,29.462403610678216,1.9778837500861155
Baltimore Convention Center Field Hospital,2020-12-01,0.0,0.0,29.501247268246214,2.075572954775007,29.501247268246214,2.075572954775007
Baltimore Convention Center Field Hospital,2020-12-02,0.0,0.0,29.546208932874585,2.154914273764998,29.546208932874585,2.154914273764998
Baltimore Convention Center Field Hospital,2020-12-03,0.0,0.0,29.597386902136677,2.2202269683433964,29.597386902136677,2.2202269683433964
Baltimore Convention Center Field Hospital,2020-12-04,0.0,0.0,29.65485436324125,2.2746150115410537,29.65485436324125,2.2746150115410537
Baltimore Convention Center Field Hospital,2020-12-05,0.0,0.0,29.718656903824748,2.320403180738198,29.718656903824748,2.320403180738198
