,hospital_name,ccn,collection_week,fips_code,hospitalization_percentage,ICU_percentages,hospitalization_2021-03-02,hospitalization_2021-03-03,hospitalization_2021-03-04,hospitalization_2021-03-05,hospitalization_2021-03-06,hospitalization_2021-03-07,hospitalization_2021-03-08,hospitalization_2021-03-09,hospitalization_2021-03-10,hospitalization_2021-03-11,hospitalization_2021-03-12,hospitalization_2021-03-13,hospitalization_2021-03-14,hospitalization_2021-03-15,hospitalization_2021-03-16,hospitalization_2021-03-17,hospitalization_2021-03-18,hospitalization_2021-03-19,hospitalization_2021-03-20,hospitalization_2021-03-21,hospitalization_2021-03-22,hospitalization_2021-03-23,hospitalization_2021-03-24,hospitalization_2021-03-25,hospitalization_2021-03-26,hospitalization_2021-03-27
20,STRINGFELLOW MEMORIAL HOSPITAL,010038,2021-02-19,1015.0,0.0007617601696549065,,0.0027904496163376692,0.002817563296820302,0.002639064900309634,0.002639064900309634,0.002462825977172518,0.0024087132376558896,0.0023293300330250455,0.002374691864242671,0.002456343160434396,0.002311185300537996,0.0024654155266779208,0.0022544830115159647,0.0020771652181866356,0.0021098593192074118,0.0021098593192074118,0.0021338349932893143,0.0021251165663504403,0.002271150217576574,0.001996519769002055,0.0021974410037937727,0.0022485442829517674,0.0023925626151242983,0.0025435495762729183,0.00231823057271267,0.002443665894282292,0.0022880331804829455
21,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,2021-02-19,1015.0,0.9803935480127658,0.39568345323741005,3.5913387295524997,3.6262343285441023,3.3965049685160484,3.3965049685160484,3.169683575070627,3.1000398961271203,2.997872856235925,3.0562540218880367,3.161340120061837,2.9745203899750803,3.1730163531922595,2.9015439329099415,2.673334021899907,2.7154116822655925,2.7154116822655925,2.746268633200429,2.7350479237695793,2.92299480673631,2.569542459664549,2.8281302542164677,2.8939007252447575,3.079253870869939,3.2735757170898854,2.9835877311924266,3.1450243418982278,2.9447233619484368
22,EAMC - LANIER,010175,2021-02-19,1017.0,0.9090909090909091,,0.5392309147487552,0.5444704054183787,0.509977091843357,0.509977091843357,0.4759204024908042,0.44972036189100184,0.43489906936163736,0.4433683793784171,0.4586131374086205,0.4315113453549255,0.4603069994119764,0.4209247078339508,0.4315952779642202,0.43838848800562963,0.43838848800562963,0.44337017536932993,0.4415586526916208,0.47190165754325014,0.4148386931954099,0.43436141585593036,0.4444628441316496,0.47293050563594957,0.502775634632393,0.4582375190530852,0.48303193391166893,0.45226849325379653
23,FLOYD CHEROKEE MEDICAL CENTER,010022,2021-02-19,1019.0,0.8333333333333334,0.0,0.18708411022656643,0.18890193154050877,0.17693460789038834,0.17693460789038834,0.1651187693497631,0.16548498668950362,0.16003115002836177,0.16314762812044287,0.16875728868618875,0.1587845587915294,0.1693805843046049,0.15488896117642809,0.1498594715153542,0.15221822500195475,0.15221822500195475,0.15394797755879516,0.153318976629035,0.16385474220251742,0.1440412129150729,0.1444551228343404,0.14781454429560412,0.15728200477734736,0.16720756818562654,0.15239557356096375,0.16064142623861108,0.1504104608793079
24,ST VINCENT'S CHILTON,010173,2021-02-19,1021.0,0.9333333333333333,,0.9091719007528173,0.9180059597075005,0.8598484049225027,0.8598484049225027,0.8024270217170616,0.8170454017379989,0.7901182933944678,0.8055052124479141,0.8332016667441176,0.7839635257730894,0.8362790505548067,0.7647298769562814,0.7023567600375001,0.713411693301469,0.713411693301469,0.7215186443617131,0.718570662157988,0.7679493640703832,0.6750879246530431,0.7373225695163182,0.7544696060166977,0.8027930725177671,0.8534547712688884,0.7778519285172153,0.8199401090181466,0.7677195887669909
25,CHOCTAW GENERAL HOSPITAL,011304,2021-02-19,1023.0,0.9333333333333333,,0.07528174974386387,0.0760132323324682,0.07119763862415628,0.07119763862415628,0.06644300179822803,0.07722632712176836,0.07468120334656884,0.07613555978954,0.07875340138688808,0.07409946076938037,0.07904427267548228,0.07228151521566643,0.07385074756276656,0.07501314128096329,0.07501314128096329,0.07586556334097423,0.07555559168278843,0.08074761695740057,0.07098350972454791,0.08485475746912302,0.08682812392189332,0.09238942937970054,0.09821983026288553,0.08951907817567102,0.09436279583247081,0.08835299799903401
26,THOMASVILLE REGIONAL MEDICAL CENTER,010174,2021-02-19,1025.0,0.2951805324832878,0.0,0.09444225464658622,0.09535991218161378,0.08931866674268235,0.08931866674268235,0.08335389276500323,0.07665370064427293,0.07412744873980069,0.075571021256642,0.07816945178695632,0.07355001973306416,0.07845816629032457,0.07174555408701253,0.07077695775930616,0.07189097073558066,0.07189097073558066,0.07270791358484863,0.07241084345784209,0.07738676808520151,0.06802905908449573,0.07263767023108034,0.07432691837598918,0.07908752678436866,0.08407848721250841,0.07663043857359217,0.08077677492927748,0.0756322464879642
27,GROVE HILL MEMORIAL HOSPITAL,010091,2021-02-19,1025.0,0.21390967521330462,,0.06843985220809658,0.06910485482064488,0.06472692095470187,0.06472692095470187,0.06040440397313787,0.05554894853928975,0.053718239312477024,0.05476435887065575,0.05664737407537742,0.05329979148920553,0.056856597987013154,0.05199214204148213,0.05129022540717902,0.05209752171474218,0.05209752171474218,0.052689539006955166,0.05247425999160499,0.05608018349872041,0.04929889451518991,0.05263863547051914,0.05386278978378702,0.057312679212087436,0.06092949877401527,0.05553209112006143,0.05853683352535532,0.05480872720767584
28,JACKSON MEDICAL CENTER,010128,2021-02-19,1025.0,0.49090979230340764,0.0,0.1570653295567386,0.15859147041073118,0.1485443764552799,0.1485443764552799,0.13862446090432798,0.12748148377535062,0.12328011660761312,0.1256808978463203,0.13000230407599317,0.12231980411213024,0.1304824603237346,0.11931882756374626,0.11770797125808154,0.11956066755280477,0.11956066755280477,0.12091931150226846,0.12042525915700893,0.12870063594010597,0.11313798706443093,0.12080249095885733,0.12361185121371446,0.13152913920467552,0.13982952177584435,0.12744279701579245,0.13433849945953266,0.12578272050155861
29,CLAY COUNTY HOSPITAL,010073,2021-02-19,1027.0,1.0,1.0,0.3212917533711333,0.324413616561784,0.30386135055666696,0.30386135055666696,0.2835692398174375,0.2927811302968141,0.28313203466556314,0.2886458035977066,0.29857058767556466,0.2809265270927058,0.2996733414619933,0.2740343159275265,0.2493661606015493,0.25329112640325263,0.25329112640325263,0.2561694346578351,0.2551227771107142,0.2726542910249889,0.2396845782906812,0.2533520615863816,0.2592439699953672,0.27584843914796303,0.29325635035632963,0.2672783905530749,0.28174034755694866,0.2637968083114016
30,MEDICAL CENTER ENTERPRISE,010049,2021-02-19,1031.0,1.0,0.14705882352941177,0.7284129741700235,0.7354906710850357,0.6888958330612044,0.6888958330612044,0.642890803113624,0.6274720678735736,0.6067926682732204,0.6186094680448507,0.6398797076337854,0.6020659483645683,0.6422430675881114,0.5872949486500302,0.5588605522357208,0.5676568883149821,0.5676568883149821,0.5741075347731067,0.5717618451519704,0.6110521463060034,0.5371629232402102,0.5471733151964987,0.559898276015022,0.5957595292308601,0.6333560043764969,0.5772504953130082,0.6084844900493833,0.5697312002838809
31,SHOALS HOSPITAL,010157,2021-02-19,1033.0,0.15110998175035414,,0.09113159969251612,0.09201708892029767,0.08618761817073592,0.08618761817073592,0.08043193819015595,0.07191199167363152,0.06954201078043273,0.07089628557654633,0.07333398020955079,0.06900030086198732,0.07360483516877349,0.0673074573668453,0.05485030846451703,0.05571363965755769,0.05571363965755769,0.05634674919912085,0.056116527547643354,0.05997274020989166,0.05272075818835006,0.05004963497626302,0.05121357997571099,0.05449378861051893,0.05793271701797886,0.052800777702230975,0.055657733609966904,0.052112992020738984
32,HELEN KELLER MEMORIAL HOSPITAL,010019,2021-02-19,1033.0,0.8488900182496458,0.53125,0.511949670233602,0.5169240799848598,0.48417588245574683,0.48417588245574683,0.451842219072572,0.4039797451967754,0.3906659117863354,0.3982738165923011,0.4119680452430393,0.3876227498639493,0.4134896262042323,0.3781128688564921,0.30813238684898087,0.3129823194856385,0.3129823194856385,0.31653893675252076,0.3152456213827455,0.33690865382648283,0.29616921967855875,0.28116366011200616,0.2877023498820528,0.30612956650672973,0.32544842264550394,0.2966187450230256,0.3126682562767764,0.2927549737952707
33,EVERGREEN MEDICAL CENTER,010148,2021-02-19,1035.0,1.0,0.0,0.10754535677694838,0.10859033190352604,0.10171091232022324,0.10171091232022324,0.0949185739974686,0.08528841621689802,0.08247759270692491,0.08408377756976669,0.08697491032288188,0.08183511876178821,0.08729614729545022,0.079827387683236,0.07552917364373853,0.07671798540098518,0.07671798540098518,0.07758978068963275,0.07727276422103363,0.08258279007006876,0.07259677130919673,0.07758149254319817,0.07938571330001674,0.08447033543286905,0.0898009876689239,0.08184601433204207,0.08627455618968763,0.0807798838848311
34,ANDALUSIA HEALTH,010036,2021-02-19,1039.0,0.4253103797664899,0.875,0.3377734636277654,0.3410554729909502,0.3194489113499838,0.3194489113499838,0.2981158504892829,0.28586115983269605,0.2764401234916938,0.28182357282940934,0.29151378163729735,0.2742867437566076,0.29259047150484047,0.2675574320844631,0.2522800154998539,0.2562508447049932,0.2562508447049932,0.2591627861220955,0.2581038983340583,0.27584026878368073,0.24248530346051014,0.24794751235649617,0.25371373357408916,0.26996399336912374,0.2870005560574665,0.26157676250717043,0.27573021458671665,0.25816944996950186
35,MIZELL MEMORIAL HOSPITAL,010007,2021-02-19,1039.0,0.5746896202335101,0.20408163265306123,0.45640763257123806,0.4608423626043189,0.4316470565532033,0.4316470565532033,0.4028213113381778,0.3862624784139033,0.37353254739272945,0.3808067936905431,0.3939004370266076,0.370622848873604,0.3953552862861703,0.36153004100133695,0.34088682806122816,0.3462523080412055,0.3462523080412055,0.35018699335985565,0.3487561986985282,0.3727220092757605,0.32765197744395064,0.3350326455522479,0.342824102425556,0.36478184452306056,0.38780205801237994,0.3534488163437034,0.3725733013963687,0.34884477364583955
36,CRENSHAW COMMUNITY HOSPITAL,010008,2021-02-19,1041.0,1.0,0.0,0.3011269989754555,0.3040529293298729,0.2847905544966251,0.2847905544966251,0.26577200719291216,0.2533193257785479,0.2449707604280308,0.2497413691997548,0.2583284649888581,0.2430625169193411,0.2592825867432029,0.23709925595468606,0.2062066328051274,0.20945227760268972,0.20945227760268972,0.21183241712090206,0.21096691184155214,0.225464125270664,0.19820070897114034,0.20365141792589525,0.208387497412544,0.22173463051128128,0.23572759263092524,0.21484578762161044,0.22647070999793,0.21204719519768164
37,CULLMAN REGIONAL MEDICAL CENTER,010035,2021-02-19,1043.0,1.0,0.2828282828282828,0.9927263702487542,1.0023722944940865,0.938869959878984,0.938869959878984,0.8761714522843257,0.8895062834836988,0.8601911046494902,0.8769426354118952,0.907095390784224,0.8534904923445285,0.9104456969367049,0.8325510788915222,0.7879380459244223,0.8003400088718162,0.8003400088718162,0.8094347816999051,0.8061275915805999,0.8615230260789591,0.7573465373208509,0.8101298163645504,0.828970044652098,0.8820652334624597,0.9377295443120324,0.8546612650442085,0.9009054617500072,0.8435284028742941
38,DALE MEDICAL CENTER,010021,2021-02-19,1045.0,1.0,0.4,0.8450583226742521,0.8532694156880909,0.799213053346985,0.799213053346985,0.7458409487570322,0.7050247953635658,0.6817895149137306,0.6950668180279221,0.7189659636334667,0.6764785936680542,0.7216214242563049,0.6598819647753147,0.5953801526788473,0.6047512988385353,0.6047512988385353,0.6116234726889732,0.609124500379723,0.650982286559663,0.5722646588182835,0.5840991217435018,0.5976828222491646,0.6359641600378507,0.6760978206227637,0.6162060502114322,0.6495478605435135,0.6081793180944495
39,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,2021-02-19,1047.0,1.0,0.34375,0.9170309845172866,0.925941407038912,0.8672811254382112,0.8672811254382112,0.8093633790476458,0.8624803329947621,0.8340558399111306,0.8502984073874914,0.879535028844941,0.8275588129205862,0.8827835423402132,0.807255603575135,0.7602716819523568,0.7722381827176091,0.7722381827176091,0.7810136166121275,0.7778225497413934,0.8312729198261867,0.7307543133980682,0.6411662773161427,0.6560771209746578,0.6980985894668362,0.7421533548215394,0.6764100895999055,0.7130094331253511,0.6675991365289647
40,DEKALB REGIONAL MEDICAL CENTER,010012,2021-02-19,1049.0,0.9666666666666667,,0.7893001915452803,0.7969695051473398,0.7464798572671155,0.7464798572671155,0.6966293188537294,0.6962903215098949,0.673342900367855,0.6864557124490207,0.7100587741951189,0.6680977755353888,0.7126813366113519,0.6517067604339317,0.6450689423726766,0.6552221786114911,0.6552221786114911,0.6626678851866217,0.6599603555229379,0.7053114773896424,0.6200242929836011,0.6673873298439639,0.6829079654217305,0.7266479384136184,0.7725043617115651,0.7040724684823215,0.7421685739913849,0.6949011838227321
41,COMMUNITY HOSPITAL INC,010034,2021-02-19,1051.0,0.6055895923110934,0.0,1.0858899688402177,1.0964411264321878,1.02697933895172,1.02697933895172,0.958396814603917,0.938590899668232,0.9076580545755879,0.9253339660570989,0.9571506067238187,0.9005876899829834,0.9606857890201207,0.8784928006310947,0.8256598912320973,0.838655587316548,0.838655587316548,0.8481857644451452,0.8447202454892914,0.9027676879998379,0.7936038408904524,0.8450081670696857,0.8646595197922365,0.920040604737607,0.978101419599689,0.8914568189593514,0.9396919574601578,0.879844655986935
42,ELMORE COMMUNITY HOSPITAL,010097,2021-02-19,1051.0,0.3944104076889065,0.0,0.7072220374215944,0.714093830497756,0.6688545260796942,0.6688545260796942,0.6241878710846462,0.6112886088060064,0.59114256237643,0.6026545889076166,0.6233762366637524,0.5865377517639553,0.6256786419699896,0.5721477185999722,0.537738525311285,0.5462024055627743,0.5462024055627743,0.5524092510805332,0.5501522163468024,0.5879575481367881,0.5168609540242782,0.5503397348731239,0.5631383333585454,0.5992071109083695,0.637021151888024,0.5805909676568475,0.612005709393791,0.5730281594609166
43,ATMORE COMMUNITY HOSPITAL,010169,2021-02-19,1053.0,0.4438458322774937,0.375,0.2478473223901164,0.2502555554821661,0.23440135429283884,0.23440135429283884,0.2187478391945157,0.21487332439109588,0.2077918118170014,0.2118383904307697,0.21912223193555258,0.2061731803714941,0.21993154765830622,0.2011149571042837,0.19745597351983676,0.20056388496033783,0.20056388496033783,0.20284302001670532,0.2020142436325717,0.21589624806680996,0.1897897919666007,0.1922025571617293,0.19667238407246715,0.2092691690027285,0.22247547578445406,0.2027676025871098,0.21373899591346637,0.2001263412307647
44,D W MCMILLAN MEMORIAL HOSPITAL,010099,2021-02-19,1053.0,0.5561541677225065,0.4,0.31056126087480784,0.31357886017075737,0.2937129981390895,0.2937129981390895,0.27409860271541747,0.2692437017585526,0.26037032175709374,0.2654408246150703,0.27456772975942795,0.25834212061390316,0.27558183033102324,0.2520039920414325,0.24741915915097484,0.2513134795993112,0.2513134795993112,0.25416931459475794,0.25313082914186824,0.270525460477771,0.23781316871174496,0.2408364468894876,0.24643729449156868,0.26222150137016087,0.2787694601944914,0.2540748139489521,0.267822348972242,0.250765222184086
45,RIVERVIEW REGIONAL MEDICAL CENTER,010046,2021-02-19,1055.0,0.5225756336383119,0.3712121212121212,0.9415759207114006,0.9507248365401753,0.8904944740007418,0.8904944740007418,0.8310265211137058,0.8344911848151496,0.8069891212854603,0.8227045861595687,0.8509924229329632,0.8007029353358169,0.854135515907785,0.7810586042431815,0.7639484443787151,0.7759728165357779,0.7759728165357779,0.7847906894509573,0.7815841902090738,0.8352930525106205,0.7342883263912939,0.7835559348555694,0.8017781658987222,0.8531317261112437,0.9069701360114676,0.8266266627757487,0.8713539571543963,0.8158589807957041
46,GADSDEN REGIONAL MEDICAL CENTER,010040,2021-02-19,1055.0,0.47742436636168806,0.5092592592592593,0.8602224412900882,0.8685808779665911,0.813554503179614,0.813554503179614,0.7592246647823451,0.7623899766833263,0.7372641299941396,0.751621756673675,0.7774654846968384,0.7315210793223256,0.7803370100327456,0.7135740459729063,0.6979422279052198,0.7089276774525214,0.7089276774525214,0.7169836737872093,0.7140542205745953,0.7631225618858754,0.670844785688543,0.7158556037197035,0.7325034084573709,0.7794199490817066,0.8286066448975423,0.7552049603723722,0.7960677538193742,0.7453676212092052
47,FAYETTE MEDICAL CENTER,010045,2021-02-19,1057.0,1.0,0.0,0.305159949854591,0.30812506677625506,0.28860471370863344,0.28860471370863344,0.2693314537178172,0.2469545185981824,0.2388157161961707,0.24346646042589165,0.2518378000393893,0.23695541850428234,0.2527679488853335,0.2311419882171311,0.2062066328051274,0.20945227760268972,0.20945227760268972,0.21183241712090206,0.21096691184155214,0.225464125270664,0.19820070897114034,0.20728805038885764,0.21210870272348226,0.22569417748469706,0.23993701392790606,0.2186823195434249,0.2305148298193216,0.2158337522547831
48,RUSSELLVILLE HOSPITAL,010158,2021-02-19,1059.0,0.7902671190767407,1.0,0.3157689009808172,0.318837100828404,0.29863811849845706,0.29863811849845706,0.2786948194891423,0.3027224665575677,0.2927457374337307,0.2984467255044947,0.3087085040318699,0.2904653422054251,0.30984870164602263,0.28333910711697013,0.2370037844266139,0.24073416928117763,0.24073416928117763,0.24346978484119103,0.2424750155466407,0.2591374012303586,0.2278021684520235,0.20250019466430574,0.207209501516964,0.22048118446536458,0.23439504562094582,0.21363128358877076,0.22519049131802282,0.2108485113576545
49,RED BAY HOSPITAL,011302,2021-02-19,1059.0,0.20973288092325917,0.0,0.08380346304430644,0.08461774770546567,0.07925704035283393,0.07925704035283393,0.07396419005529879,0.08034100558996966,0.07769323233606296,0.07920624562400964,0.0819296695423137,0.07708802702088426,0.08223227219990303,0.07519676041095089,0.06289960103057488,0.06388962623042653,0.06388962623042653,0.06461564471031775,0.0643516379903573,0.06877375054969469,0.060457538870940825,0.053742523495199854,0.05499234962299519,0.05851458689223662,0.06220725499708649,0.056696657979079766,0.05976441302003196,0.05595812435810978
50,WIREGRASS MEDICAL CENTER,010062,2021-02-19,1061.0,1.0,0.0,0.3777530656790312,0.3814235408111351,0.3572595795247842,0.3572595795247842,0.3334014911661085,0.30551074465754513,0.2954421231292833,0.3011956211454329,0.3115519175745023,0.2931407239228235,0.3127026171777321,0.28594885140263643,0.26734929718339184,0.2715573134034872,0.2715573134034872,0.2746431919648905,0.2735210543061984,0.29231686008929103,0.25696952384049004,0.2666863806172438,0.2728883894688076,0.2903667780504874,0.3086908951119259,0.2813456742663946,0.2965687869020512,0.2776808508541069
51,GREENE COUNTY HOSPITAL,010051,2021-02-19,1063.0,0.1,,0.014249759772945661,0.014388218977217199,0.013476695882429583,0.013476695882429583,0.012576711054664595,0.010947468350228704,0.010586676078799321,0.01079284309104468,0.011163943713086334,0.010504209273901175,0.011205177115535404,0.010246500508594474,0.010070556485831805,0.010229064720131359,0.010229064720131359,0.010345304091951035,0.010303035229471152,0.011011038676009168,0.009679569507892899,0.010909897388887244,0.011163615932814857,0.011878640920247215,0.012628263890942426,0.011509595765443414,0.012132359464174824,0.011359671171304373
52,HALE COUNTY HOSPITAL,010095,2021-02-19,1065.0,0.9333333333333333,,0.40024796947154284,0.4041370185676226,0.37853411201843085,0.37853411201843085,0.3532552928939124,0.34692442337779017,0.3354909442645861,0.34202436090070276,0.3537845108457125,0.33287757761013953,0.35509119417293583,0.3247108068149938,0.2965219409717142,0.3011891278705344,0.3011891278705344,0.304611731596336,0.30336714842331725,0.3242139165713811,0.28500954662129085,0.29076896892752824,0.29753103797235436,0.3165877780077739,0.33656661836748775,0.3067520412152994,0.3233498470526001,0.30275627314335657
53,FLOWERS HOSPITAL,010055,2021-02-19,1069.0,0.37811383256307607,0.48366013071895425,0.5583533141550167,0.5637786095152273,0.5280620817271737,0.5280620817271737,0.4927976618858043,0.4780661318522698,0.4623106566970633,0.4713137853571813,0.48751941694539386,0.458709405233016,0.48932004267741747,0.44745549440786836,0.43183152127314633,0.4386284497297018,0.4386284497297018,0.4436128639311755,0.4418003496760941,0.4721599634487078,0.41506576441364323,0.4366347665896081,0.44678906348704084,0.4754057183798059,0.5054070501222208,0.4606358319835401,0.48556001527723847,0.4546355656350571
54,"NOLAND HOSPITAL DOTHAN II, LLC",012010,2021-02-19,1069.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,SOUTHEAST HEALTH MEDICAL CENTER,010001,2021-02-19,1069.0,0.6218861674369239,0.3271375464684015,0.9183271615900052,0.9272501785447258,0.8685069835928148,0.8685069835928148,0.8105073733871302,0.7862783344997247,0.7603652067148939,0.7751727083062259,0.8018262111706234,0.7544422060783612,0.8047877114888896,0.7359328290891962,0.710235983493713,0.7214149339159648,0.7214149339159648,0.7296128308922823,0.7266317774463485,0.7765644226657388,0.6826612391188258,0.7181359108803035,0.7348367460170548,0.7819027359478993,0.8312461124883006,0.7576106121126248,0.7986035710846503,0.7477419368045445
56,HIGHLANDS MEDICAL CENTER,010061,2021-02-19,1071.0,1.0,0.11764705882352941,0.6762948397319638,0.6828661256240962,0.6396051601675576,0.6396051601675576,0.5968918018686968,0.6180717372687261,0.5977021414077038,0.6093419104711449,0.6302934947853391,0.5930462337823275,0.6326214485980274,0.5784965224530261,0.55000731576466,0.5586643039456357,0.5586643039456357,0.5650127619450179,0.5627042317634244,0.6013721123051162,0.5286534115849199,0.5695525918916521,0.5827980010054113,0.6201259721441877,0.6592601354348403,0.6008599225241742,0.6333713812579471,0.5930330898660437
